src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
ἀρκετὸς,ἀρκετοὶ,2_21,?,2_19,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὀνομάζει,ὀνομάζω,1_10,V;3;SG;IPFV;PRS,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πέτρον,πέτραν,0_1,?,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀνέκρινα,ἀνέκριναν,0_0,N;ACC;SG,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀμφιβάλλετε,ἀμφιβάλλῃ,1_3,V;2;PL;IMP,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δίνομεν,δίνει,1_0,?,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐμπιστοσύνης,ἐμπιστοσύνην,0_2,N;NOM;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γνώμην,γνώμης,0_1,?,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἱερεμίας,ἱερεμία,0_11,N;GEN;SG,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βουνὰ,βουνῶν,2_1,?,2_24,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
νομίζει,νομίζεις,1_10,V;3;SG;IPFV;PRS,1_6,V;2;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παραμείνῃς,παραμείνωμεν,1_2,?,1_7,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ξέρῃς,ξέρῃ,1_2,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κόψῃς,κόψε,1_2,?,1_11,V;2;SG;IMP,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐρχομὸν,ἐρχομὸς,2_4,?,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐννοεῖ,ἐννοῆτε,2_8,?,2_9,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὅλην,ὅλους,0_4,?,0_7,ADJ;ACC;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἁμαρτάνῃς,ἁμαρτάνετε,1_2,?,1_3,V;2;PL;IMP,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἄκαρπος,ἄκαρποι,0_2,N;NOM;SG,0_13,ADJ;NOM;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀνθρώπινην,ἀνθρώπινον,0_4,?,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κεφαλήν,κεφαλῆς,2_10,?,2_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γραμμένα,γραμμένοι,0_0,N;ACC;SG,0_13,ADJ;NOM;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κακή,κακοί,2_0,N;VOC;SG,2_6,ADJ;VOC;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐχθροὶ,ἐχθρὸς,2_19,?,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
διετία,διετίαν,0_0,N;ACC;SG,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀρχὴν,ἀρχήν,2_12,?,2_10,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
υἱοῦ,υἱὸς,2_17,?,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
σάλπιγγος,σάλπιγγα,0_2,N;NOM;SG,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR
χαίρω,χαίρομεν,1_8,V;1;SG;IPFV;PRS,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐκείνων,ἐκείνας,0_8,N;GEN;PL,0_11,N;GEN;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
καταλαβαίνετε,καταλαβαίνει,1_3,V;2;PL;IMP,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παραγγέλλει,παραγγέλλουν,1_10,V;3;SG;IPFV;PRS,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
αὐτήν,αὐτή,2_10,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ξέρωμεν,ξέρῃ,1_7,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
σώζεται,σώζει,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἁμαρτωλὴ,ἁμαρτωλοῦ,2_20,?,2_17,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πνεύματα,πνεύματι,0_0,N;ACC;SG,0_6,N;VOC;PL,,,TGT_LEXICAL_ERROR
κέρδη,κέρδος,0_14,ADJ;NOM;SG;FEM,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μέσου,μέσα,0_15,ADJ;GEN;SG;NEUT,0_0,N;ACC;SG,n;m;sg;gen - adj;pst;m;sg;gen - adj;pst;nt;sg;gen,adv; - n;m;pl;nom - adj;pst;nt;pl;nom - adj;pst;nt;pl;acc - adj;pst;nt;pl;voc,C
χειροποίητα,χειροποίητον,0_0,N;ACC;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γεωργός,γεωργοὶ,2_22,ADJ;NOM;SG;MASC,2_19,?,,,TGT_LEXICAL_ERROR
ἀγάπας,ἀγάπη,0_11,N;GEN;SG,0_14,ADJ;NOM;SG;FEM,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κυρίους,κυρίου,0_7,ADJ;ACC;PL;MASC,0_15,ADJ;GEN;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀνήκω,ἀνήκετε,1_8,V;1;SG;IPFV;PRS,1_3,V;2;PL;IMP,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀποδοχή,ἀποδοχῆς,2_0,N;VOC;SG,2_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀνδρέας,ἀνδρέα,0_11,N;GEN;SG,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κακὸν,κακοὺς,2_4,?,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θυσίαν,θυσία,0_5,?,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR
πόσο,πόσες,0_10,ADJ;VOC;SG;NEUT,0_9,N;NOM;PL,,,TGT_LEXICAL_ERROR
λατρεύομεν,λατρεύουν,1_0,?,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὡρισμένον,ὡρισμένας,0_1,?,0_11,N;GEN;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
συναθροίσεις,συναθροίσουν,1_6,V;2;SG;IPFV;PRS,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὑπηρετῇ,ὑπηρετῆτε,2_2,?,2_9,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὄρνεα,ὄρνεον,0_0,N;ACC;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βλέπων,βλέπῃς,1_9,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μολύνει,μολύνουν,1_10,V;3;SG;IPFV;PRS,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ποταμοῦ,ποταμὸς,2_17,?,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κηρύξουν,κηρύξῃ,1_5,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παραδίδω,παραδίδεται,1_8,V;1;SG;IPFV;PRS,1_1,ADJ;VOC;PL;FEM;SPRL;AB,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βοηθὸν,βοηθόν,2_4,?,2_13,ADJ;NOM;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὑπομονῆς,ὑπομονή,2_5,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἑορτῆς,ἑορτὴν,2_5,?,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
λεπτά,λεπτὰ,2_14,N;ACC;PL,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀνεγνώρισαν,ἀνεγνώρισε,0_5,?,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μείνῃ,μείνετε,1_4,?,1_3,V;2;PL;IMP,,,SRC_LEXICAL_ERROR
φρονῶ,φρονοῦν,2_7,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
συναθροίσουν,συναθροίσεις,1_5,?,1_6,V;2;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
καιρός,καιρῶν,2_22,ADJ;NOM;SG;MASC,2_24,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πέσῃ,πέσε,1_4,?,1_11,V;2;SG;IMP,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
χαροῦν,χαρῶ,2_3,?,2_7,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κακή,κακόν,2_0,N;VOC;SG,2_13,ADJ;NOM;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐμπιστευθῆ,ἐμπιστευθοῦν,2_16,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὀρθήν,ὀρθή,2_10,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παρακαλοῦν,παρακαλῶ,2_3,?,2_7,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πτωχοὶ,πτωχὸν,2_19,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παρηγορῆτε,παρηγοροῦν,2_9,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐκτελέσωμεν,ἐκτελέσῃ,1_7,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βλάσφημοι,βλάσφημα,0_13,ADJ;NOM;PL;MASC,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
στιγμήν,στιγμή,2_10,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR
εὐλογημένην,εὐλογημένοι,0_4,?,0_13,ADJ;NOM;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
οἰκοδομὴν,οἰκοδομοῦν,2_12,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔπαινος,ἔπαινον,0_2,N;NOM;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔστειλε,ἔστειλαν,0_12,V;3;SG;PFV;PST,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀποδοχῆς,ἀποδοχή,2_5,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θεὸς,θεῶν,2_21,?,2_24,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἁγιασμοῦ,ἁγιασμόν,2_17,?,2_13,ADJ;NOM;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀγαθός,ἀγαθήν,2_22,ADJ;NOM;SG;MASC,2_10,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀναμένει,ἀναμένετε,1_10,V;3;SG;IPFV;PRS,1_3,V;2;PL;IMP,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
λόγος,λόγοι,0_2,N;NOM;SG,0_13,ADJ;NOM;PL;MASC,n;m;sg;nom,n;m;pl;nom,C
κατατρώγει,κατατρώγῃ,1_10,V;3;SG;IPFV;PRS,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
χρυσὸν,χρυσὰ,2_4,?,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κακὸν,κακίας,2_4,?,2_11,V;2;PL;IPFV;PST,,,SRC_LEXICAL_ERROR
δίκαια,δίκαιος,0_0,N;ACC;SG,0_2,N;NOM;SG,adj;pst;nt;pl;nom - adj;pst;nt;pl;acc - adj;pst;nt;pl;voc,adj;pst;m;sg;nom,C
κοφτερή,κοφτερὴ,2_0,N;VOC;SG,2_20,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πέμπτην,πέμπτος,0_4,?,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
καιρός,καιροὶ,2_22,ADJ;NOM;SG;MASC,2_19,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γνωρίσῃς,γνωρίσῃ,1_2,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὁδηγίας,ὁδηγοὶ,2_11,V;2;PL;IPFV;PST,2_19,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἄμεμπτον,ἄμεμπτα,0_1,?,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀδελφήν,ἀδελφοί,2_10,?,2_6,ADJ;VOC;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πιῇ,πιά,2_2,?,2_14,N;ACC;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀληθινοὶ,ἀληθινὸν,2_19,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βάλει,βάλω,1_10,V;3;SG;IPFV;PRS,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
φίλιππε,φίλιππον,0_12,V;3;SG;PFV;PST,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὑποκρισία,ὑποκρισίας,0_0,N;ACC;SG,0_11,N;GEN;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀμοιβαίαν,ἀμοιβαίας,0_1,?,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κοινὸν,κοινά,2_4,?,2_14,N;ACC;PL,,,SRC_LEXICAL_ERROR
σοφίας,σοφὸς,2_11,V;2;PL;IPFV;PST,2_21,?,,,TGT_LEXICAL_ERROR
λύκος,λύκους,0_2,N;NOM;SG,0_7,ADJ;ACC;PL;MASC,n;m;sg;nom,n;m;pl;acc,C
λιμένας,λιμένες,0_11,N;GEN;SG,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔτρεξα,ἔτρεξε,0_0,N;ACC;SG,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
τοποθετοῦν,τοποθετήσῃ,2_3,?,2_18,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὀλίγην,ὀλίγων,0_4,?,0_8,N;GEN;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θρῆσκοι,θρῆσκος,0_6,N;VOC;PL,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐλπίζει,ἐλπίζῃ,1_10,V;3;SG;IPFV;PRS,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γραφήν,γραφῶν,2_10,?,2_24,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
οἰκοδομὴν,οἰκοδομήν,2_12,?,2_10,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βγάλῃ,βγάλετε,1_4,?,1_3,V;2;PL;IMP,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
αὐτοὺς,αὐτά,2_15,?,2_14,N;ACC;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κηρύττῃ,κηρύττεις,1_4,?,1_6,V;2;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πιστεύεις,πιστεύῃ,1_6,V;2;SG;IPFV;PRS,1_4,?,,,TGT_LEXICAL_ERROR
λόγων,λόγος,0_8,N;GEN;PL,0_2,N;NOM;SG,n;m;pl;gen,n;m;sg;nom,C
ἀγαθὸν,ἀγαθή,2_4,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
καταλάβῃς,καταλάβω,1_2,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀδύνατοι,ἀδύνατους,0_13,ADJ;NOM;PL;MASC,0_7,ADJ;ACC;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
φέρουν,φέρῃς,1_5,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ζωντανοῦ,ζωντανὴ,2_17,?,2_20,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
αἰχμάλωτοι,αἰχμάλωτη,0_13,ADJ;NOM;PL;MASC,0_14,ADJ;NOM;SG;FEM,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δυνατός,δυνατὴν,2_22,ADJ;NOM;SG;MASC,2_12,?,,,TGT_LEXICAL_ERROR
ματθαῖος,ματθαῖον,0_2,N;NOM;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ποιός,ποιὰ,2_22,ADJ;NOM;SG;MASC,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δίνῃ,δίνομεν,1_4,?,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βλέπομεν,βλέπῃς,1_0,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θέλετε,θέλουν,1_3,V;2;PL;IMP,1_5,?,verb;pri;p2;pl - verb;pri;p2;pl,verb;pri;p3;pl - verb;pri;p3;pl,C
φοβερὴ,φοβερὰ,2_20,?,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἕτοιμος,ἕτοιμη,0_2,N;NOM;SG,0_14,ADJ;NOM;SG;FEM,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐπιτρέπει,ἐπιτρέπεται,1_10,V;3;SG;IPFV;PRS,1_1,ADJ;VOC;PL;FEM;SPRL;AB,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀκούετε,ἀκούουν,1_3,V;2;PL;IMP,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κατοικῇ,κατοικοῦν,2_2,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀρετή,ἀρετὴ,2_0,N;VOC;SG,2_20,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ποιά,ποιόν,2_14,N;ACC;PL,2_13,ADJ;NOM;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἕλληνος,ἕλληνες,0_2,N;NOM;SG,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δοκιμάζεται,δοκιμάζετε,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_3,V;2;PL;IMP,verb;pri;p3;sg - verb;pri;p3;sg,verb;pri;p2;pl - verb;pri;p2;pl,C
παρηγορίας,παρηγορῆτε,2_11,V;2;PL;IPFV;PST,2_9,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βαδίζωμεν,βαδίζῃ,1_7,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κρίνουν,κρίνῃς,1_5,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀποταμιευμένη,ἀποταμιευμένοι,0_14,ADJ;NOM;SG;FEM,0_13,ADJ;NOM;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐχθρῶν,ἐχθρός,2_24,?,2_22,ADJ;NOM;SG;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κακή,κακοῦ,2_0,N;VOC;SG,2_17,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θερμὸν,θερμὰ,2_4,?,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μολύνῃ,μολύνεται,1_4,?,1_1,ADJ;VOC;PL;FEM;SPRL;AB,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀσθενῶν,ἀσθενεῖ,2_24,?,2_8,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μαθητήν,μαθητῶν,2_10,?,2_24,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
διδάσκαλον,διδάσκαλοι,0_1,?,0_13,ADJ;NOM;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀποκαταστήσῃς,ἀποκαταστήσῃ,1_2,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀρχισυναγώγους,ἀρχισυναγώγου,0_2,N;NOM;SG,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
προσέφεραν,προσέφερε,0_5,?,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γαμβροῦ,γαμβρός,2_17,?,2_22,ADJ;NOM;SG;MASC,,,SRC_LEXICAL_ERROR
ἐπέρασαν,ἐπέρασε,0_5,?,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γυμνοί,γυμνὸς,2_6,ADJ;VOC;PL;MASC,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βωβὸν,βωβοὺς,2_4,?,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔδωκαν,ἔδωκα,0_5,?,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐλεύθεροι,ἐλεύθερα,0_13,ADJ;NOM;PL;MASC,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὅταν,ὅτου,0_5,?,0_15,ADJ;GEN;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θέλεις,θέλομεν,1_6,V;2;SG;IPFV;PRS,1_0,?,,,TGT_LEXICAL_ERROR
θυσία,θυσίας,0_0,N;ACC;SG,0_11,N;GEN;SG,n;f;sg;nom - n;f;sg;acc - n;f;sg;voc,n;f;sg;gen,C
πιστόν,πιστὸν,2_13,ADJ;NOM;SG;NEUT,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πιστεύωμεν,πιστεύομεν,1_7,?,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὑπακοὴν,ὑπακοή,2_12,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
καταδικαστικὴ,καταδικαστικὴν,2_20,?,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μισθωτός,μισθωτοὶ,2_22,ADJ;NOM;SG;MASC,2_19,?,,,TGT_LEXICAL_ERROR
ἀδελφὸν,ἀδελφὸς,2_4,?,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
λογαριάσῃς,λογαριάσῃ,1_2,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
καταλαβαίνουν,καταλαβαίνω,1_5,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κάνω,κάνε,1_8,V;1;SG;IPFV;PRS,1_11,V;2;SG;IMP,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γνωστὸν,γνωστοί,2_4,?,2_6,ADJ;VOC;PL;MASC,,,SRC_LEXICAL_ERROR
ἐκείνη,ἐκείνοι,0_14,ADJ;NOM;SG;FEM,0_13,ADJ;NOM;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βάλῃς,βάλουν,1_2,?,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀληθινὴ,ἀληθινὸν,2_20,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δικοῦ,δικῶν,2_17,?,2_24,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὀνομάζουν,ὀνομάζω,1_5,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐλέγχῃ,ἐλέγχεται,1_4,?,1_1,ADJ;VOC;PL;FEM;SPRL;AB,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἡμέρα,ἡμέρας,0_0,N;ACC;SG,0_11,N;GEN;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἥσυχοι,ἥσυχη,0_13,ADJ;NOM;PL;MASC,0_14,ADJ;NOM;SG;FEM,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γαλιλαίων,γαλιλαίας,0_8,N;GEN;PL,0_11,N;GEN;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
περιτμημένος,περιτμημένους,0_2,N;NOM;SG,0_7,ADJ;ACC;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βγῆ,βγῇ,2_16,?,2_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀληθινὸς,ἀληθινὰ,2_21,?,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
προσφέρομεν,προσφέρῃς,1_0,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πρῶτον,πρῶτος,0_1,?,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
αὐτοί,αὐτὸν,2_6,ADJ;VOC;PL;MASC,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
διακρίνουν,διακρίνῃς,1_5,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πρεσβυτέρων,πρεσβυτέρας,0_8,N;GEN;PL,0_11,N;GEN;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δοξάσουν,δοξάσω,1_5,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
εὐχαριστίαν,εὐχαριστίας,2_23,?,2_11,V;2;PL;IPFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
τρίτος,τρίτον,0_2,N;NOM;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
