src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
scorning,scorned,1_3,V;V.PTCP;PRS,1_1,V;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
scorning,scorn,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,SRC_LEXICAL_ERROR
deals,deal,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
deals,dealing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,adj; - n;sg - verb;pprs - verb;subs - verb;ger,C
deals,dealer,1_0,V;3;SG;PRS,1_5,N;SG,n;pl - verb;pres;p3;sg,n;sg,PARADIGM_ERROR
deal,deals,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
deal,dealing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,adj; - n;sg - verb;pprs - verb;subs - verb;ger,C
deal,dealer,1_2,V;NFIN,1_5,N;SG,n;sg - verb;inf - verb;pres - verb;imp,n;sg,PARADIGM_ERROR
dealing,deals,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,adj; - n;sg - verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
dealing,deal,1_3,V;V.PTCP;PRS,1_2,V;NFIN,adj; - n;sg - verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
dealing,dealer,1_3,V;V.PTCP;PRS,1_5,N;SG,adj; - n;sg - verb;pprs - verb;subs - verb;ger,n;sg,PARADIGM_ERROR
dealer,deals,1_5,N;SG,1_0,V;3;SG;PRS,n;sg,n;pl - verb;pres;p3;sg,PARADIGM_ERROR
dealer,deal,1_5,N;SG,1_2,V;NFIN,n;sg,n;sg - verb;inf - verb;pres - verb;imp,PARADIGM_ERROR
dealer,dealing,1_5,N;SG,1_3,V;V.PTCP;PRS,n;sg,adj; - n;sg - verb;pprs - verb;subs - verb;ger,PARADIGM_ERROR
doctors,doctor,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
doctor,doctors,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
festivals,festival,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
festival,festivals,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
dear,dearly,1_2,V;NFIN,1_4,?,adv; - adj;sint,adv;,TGT_POS_ERROR
dear,dearer,1_2,V;NFIN,1_5,N;SG,adv; - adj;sint,adj;sint;comp,C
dearly,dear,1_4,?,1_2,V;NFIN,adv;,adv; - adj;sint,SRC_POS_ERROR
dearly,dearer,1_4,?,1_5,N;SG,adv;,adj;sint;comp,POS_PAIR_ERROR
dearer,dear,1_5,N;SG,1_2,V;NFIN,adj;sint;comp,adv; - adj;sint,C
dearer,dearly,1_5,N;SG,1_4,?,adj;sint;comp,adv;,POS_PAIR_ERROR
jail,jailer,1_2,V;NFIN,1_5,N;SG,n;sg - verb;inf - verb;pres - verb;imp,n;sg,PARADIGM_ERROR
jailer,jail,1_5,N;SG,1_2,V;NFIN,n;sg,n;sg - verb;inf - verb;pres - verb;imp,PARADIGM_ERROR
spoils,spoil,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
spoil,spoils,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
crowds,crowding,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,n;sg - verb;pprs - verb;subs - verb;ger,C
crowding,crowds,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,n;sg - verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
raises,raised,1_0,V;3;SG;PRS,1_1,V;PST,verb;pres;p3;sg,verb;past - verb;pp,C
raises,raise,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
raises,raising,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
raised,raises,1_1,V;PST,1_0,V;3;SG;PRS,verb;past - verb;pp,verb;pres;p3;sg,C
raised,raise,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,verb;inf - verb;pres - verb;imp,C
raised,raising,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;past - verb;pp,verb;pprs - verb;subs - verb;ger,C
raise,raises,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
raise,raised,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
raise,raising,1_2,V;NFIN,1_3,V;V.PTCP;PRS,verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
raising,raises,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,verb;pres;p3;sg,C
raising,raised,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;past - verb;pp,C
raising,raise,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,verb;inf - verb;pres - verb;imp,C
stones,stoned,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;past - verb;pp,C
stones,stone,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
stones,stoning,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,n;sg - verb;pprs - verb;subs - verb;ger,C
stoned,stones,1_1,V;PST,1_0,V;3;SG;PRS,verb;past - verb;pp,n;pl - verb;pres;p3;sg,C
stoned,stone,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,n;sg - verb;inf - verb;pres - verb;imp,C
stoned,stoning,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;past - verb;pp,n;sg - verb;pprs - verb;subs - verb;ger,C
stone,stones,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
stone,stoned,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
stone,stoning,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;sg - verb;pprs - verb;subs - verb;ger,C
stoning,stones,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,n;sg - verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
stoning,stoned,1_3,V;V.PTCP;PRS,1_1,V;PST,n;sg - verb;pprs - verb;subs - verb;ger,verb;past - verb;pp,C
stoning,stone,1_3,V;V.PTCP;PRS,1_2,V;NFIN,n;sg - verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
entrusted,entrust,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past - adj;,verb;inf - verb;pres - verb;imp,C
entrust,entrusted,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past - adj;,C
graves,grave,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg - adj;sint,C
grave,graves,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - adj;sint,n;pl,C
pervert,perverting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
perverting,pervert,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
polluted,pollute,1_1,V;PST,1_2,V;NFIN,adj; - verb;past - verb;pp,verb;inf - verb;pres - verb;imp,C
pollute,polluted,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,adj; - verb;past - verb;pp,C
needs,needed,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;pp - verb;past,C
needs,need,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
needs,needing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
needs,needy,1_0,V;3;SG;PRS,1_6,ADJ,n;pl - verb;pres;p3;sg,adj;sint,POS_PAIR_ERROR
needed,needs,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,n;pl - verb;pres;p3;sg,C
needed,need,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,n;sg - verb;inf - verb;pres - verb;imp,C
needed,needing,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;pp - verb;past,verb;pprs - verb;subs - verb;ger,C
needed,needy,1_1,V;PST,1_6,ADJ,verb;pp - verb;past,adj;sint,POS_PAIR_ERROR
need,needs,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
need,needed,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
need,needing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
need,needy,1_2,V;NFIN,1_6,ADJ,n;sg - verb;inf - verb;pres - verb;imp,adj;sint,POS_PAIR_ERROR
needing,needs,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
needing,needed,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;pp - verb;past,C
needing,need,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
needing,needy,1_3,V;V.PTCP;PRS,1_6,ADJ,verb;pprs - verb;subs - verb;ger,adj;sint,POS_PAIR_ERROR
needy,needs,1_6,ADJ,1_0,V;3;SG;PRS,adj;sint,n;pl - verb;pres;p3;sg,POS_PAIR_ERROR
needy,needed,1_6,ADJ,1_1,V;PST,adj;sint,verb;pp - verb;past,POS_PAIR_ERROR
needy,need,1_6,ADJ,1_2,V;NFIN,adj;sint,n;sg - verb;inf - verb;pres - verb;imp,POS_PAIR_ERROR
needy,needing,1_6,ADJ,1_3,V;V.PTCP;PRS,adj;sint,verb;pprs - verb;subs - verb;ger,POS_PAIR_ERROR
strong,strongly,1_2,V;NFIN,1_4,?,adj;sint,adv;,POS_PAIR_ERROR
strong,stronger,1_2,V;NFIN,1_5,N;SG,adj;sint,adj;sint;comp,C
strongly,strong,1_4,?,1_2,V;NFIN,adv;,adj;sint,POS_PAIR_ERROR
strongly,stronger,1_4,?,1_5,N;SG,adv;,adj;sint;comp,POS_PAIR_ERROR
stronger,strong,1_5,N;SG,1_2,V;NFIN,adj;sint;comp,adj;sint,C
stronger,strongly,1_5,N;SG,1_4,?,adj;sint;comp,adv;,POS_PAIR_ERROR
blocked,block,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,n;sg - verb;inf - verb;pres - verb;imp,C
block,blocked,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
repeated,repeat,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,n;sg - verb;inf - verb;pres - verb;imp,C
repeat,repeated,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
dead,deadly,1_2,V;NFIN,1_4,?,adj;,adj; - adv; - adj;sint,PARADIGM_ERROR
deadly,dead,1_4,?,1_2,V;NFIN,adj; - adv; - adj;sint,adj;,PARADIGM_ERROR
credits,credited,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;pp - verb;past,C
credits,credit,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
credited,credits,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,n;pl - verb;pres;p3;sg,C
credited,credit,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,n;sg - verb;inf - verb;pres - verb;imp,C
credit,credits,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
credit,credited,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
friends,friend,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
friend,friends,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
inflicted,inflict,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,verb;inf - verb;pres - verb;imp,C
inflict,inflicted,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
samaritans,samaritan,1_0,V;3;SG;PRS,1_2,V;NFIN,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
samaritan,samaritans,1_2,V;NFIN,1_0,V;3;SG;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
frequent,frequently,1_2,V;NFIN,1_4,?,adj; - verb;inf - verb;pres - verb;imp,adv;,POS_PAIR_ERROR
frequently,frequent,1_4,?,1_2,V;NFIN,adv;,adj; - verb;inf - verb;pres - verb;imp,POS_PAIR_ERROR
hired,hire,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,n;sg - verb;inf - verb;pres - verb;imp,C
hire,hired,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
responded,respond,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,verb;inf - verb;pres - verb;imp,C
respond,responded,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
wrongs,wronged,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;pp - verb;past,C
wrongs,wrong,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,adj; - adv; - n;sg - verb;inf - verb;pres - verb;imp,C
wronged,wrongs,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,n;pl - verb;pres;p3;sg,C
wronged,wrong,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,adj; - adv; - n;sg - verb;inf - verb;pres - verb;imp,C
wrong,wrongs,1_2,V;NFIN,1_0,V;3;SG;PRS,adj; - adv; - n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
wrong,wronged,1_2,V;NFIN,1_1,V;PST,adj; - adv; - n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
chests,chest,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
chest,chests,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
deeds,deed,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
deed,deeds,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
bodies,bodily,1_0,V;3;SG;PRS,1_4,?bodily,bodies,1_4,?,1_0,V;3;SG;PRSpossesses,possessed,1_0,V;3;SG;PRS,1_1,V;PST,n;pl,adj; - adv;,POS_PAIR_ERROR
possesses,possess,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
possesses,possessing,1_0,V;3;SG;PRS,1_3,verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
possessed,possesses,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,verb;pres;p3;sg,C
possessed,possess,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,verb;inf - verb;pres - verb;imp,C
possessed,possessing,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;pp - verb;past,verb;pprs - verb;subs - verb;ger,C
possess,possesses,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
possess,possessed,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
possess,possessing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
possessing,possesses,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,verb;pres;p3;sg,C
possessing,possessed,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;pp - verb;past,C
possessing,possess,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,verb;inf - verb;pres - verb;imp,C
deprived,deprive,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,verb;inf - verb;pres - verb;imp,C
deprive,deprived,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
aroused,arouse,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,verb;inf - verb;pres - verb;imp,C
arouse,aroused,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
provinces,province,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
province,provinces,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
breaks,break,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
breaks,breaking,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,n;sg - verb;pprs - verb;subs - verb;ger,C
breaks,breaker,1_0,V;3;SG;PRS,1_5,N;SG,n;pl - verb;pres;p3;sg,n;sg,PARADIGM_ERROR
break,breaks,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
break,breaking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;sg - verb;pprs - verb;subs - verb;ger,C
break,breaker,1_2,V;NFIN,1_5,N;SG,n;sg - verb;inf - verb;pres - verb;imp,n;sg,PARADIGM_ERROR
breaking,breaks,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,n;sg - verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
breaking,break,1_3,V;V.PTCP;PRS,1_2,V;NFIN,n;sg - verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
breaking,breaker,1_3,V;V.PTCP;PRS,1_5,N;SG,n;sg - verb;pprs - verb;subs - verb;ger,n;sg,PARADIGM_ERROR
breaker,breaks,1_5,N;SG,1_0,V;3;SG;PRS,n;sg,n;pl - verb;pres;p3;sg,PARADIGM_ERROR
breaker,break,1_5,N;SG,1_2,V;NFIN,n;sg,n;sg - verb;inf - verb;pres - verb;imp,PARADIGM_ERROR
breaker,breaking,1_5,N;SG,1_3,V;V.PTCP;PRS,n;sg,n;sg - verb;pprs - verb;subs - verb;ger,PARADIGM_ERROR
sink,sinking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;sg - verb;pprs - verb;subs - verb;ger,C
sinking,sink,1_3,V;V.PTCP;PRS,1_2,V;NFIN,n;sg - verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
taste,tasting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;sg - verb;pprs - verb;subs - verb;ger,C
tasting,taste,1_3,V;V.PTCP;PRS,1_2,V;NFIN,n;sg - verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
bits,bite,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg - verb;inf - verb;pres - verb;imp,PARADIGM_ERROR
bite,bits,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl,PARADIGM_ERROR
depends,depended,1_0,V;3;SG;PRS,1_1,V;PST,verb;pres;p3;sg,verb;pp - verb;past,C
depends,depend,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
depended,depends,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,verb;pres;p3;sg,C
depended,depend,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,verb;inf - verb;pres - verb;imp,C
depend,depends,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
depend,depended,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
supply,supplying,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,adj; - verb;pprs - verb;subs - verb;ger,C
supplying,supply,1_3,V;V.PTCP;PRS,1_2,V;NFIN,adj; - verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
stings,sting,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
sting,stings,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
decrees,decreed,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;past - verb;pp,C
decrees,decree,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
decreed,decrees,1_1,V;PST,1_0,V;3;SG;PRS,verb;past - verb;pp,n;pl - verb;pres;p3;sg,C
decreed,decree,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,n;sg - verb;inf - verb;pres - verb;imp,C
decree,decrees,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
decree,decreed,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
rebukes,rebuked,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;past - verb;pp,C
rebukes,rebuke,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
rebukes,rebuking,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
rebuked,rebukes,1_1,V;PST,1_0,V;3;SG;PRS,verb;past - verb;pp,n;pl - verb;pres;p3;sg,C
rebuked,rebuke,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,n;sg - verb;inf - verb;pres - verb;imp,C
rebuked,rebuking,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;past - verb;pp,verb;pprs - verb;subs - verb;ger,C
rebuke,rebukes,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
rebuke,rebuked,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
rebuke,rebuking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
rebuking,rebukes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
rebuking,rebuked,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;past - verb;pp,C
rebuking,rebuke,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
overseers,overseer,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
overseer,overseers,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
decorated,decorate,1_1,V;PST,1_2,V;NFIN,adj; - verb;past - verb;pp,verb;inf - verb;pres - verb;imp,C
decorate,decorated,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,adj; - verb;past - verb;pp,C
times,time,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
time,times,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
divorces,divorced,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;past - verb;pp,C
divorces,divorce,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
divorced,divorces,1_1,V;PST,1_0,V;3;SG;PRS,verb;past - verb;pp,n;pl - verb;pres;p3;sg,C
divorced,divorce,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,n;sg - verb;inf - verb;pres - verb;imp,C
divorce,divorces,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
divorce,divorced,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
interests,interest,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
interest,interests,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
injured,injuring,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;past - verb;pp,verb;pprs - verb;subs - verb;ger,C
injured,injury,1_1,V;PST,1_6,ADJ,verb;past - verb;pp,n;sg,POS_PAIR_ERROR
injuring,injured,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;past - verb;pp,C
injuring,injury,1_3,V;V.PTCP;PRS,1_6,ADJ,verb;pprs - verb;subs - verb;ger,n;sg,POS_PAIR_ERROR
injury,injured,1_6,ADJ,1_1,V;PST,n;sg,verb;past - verb;pp,POS_PAIR_ERROR
injury,injuring,1_6,ADJ,1_3,V;V.PTCP;PRS,n;sg,verb;pprs - verb;subs - verb;ger,POS_PAIR_ERROR
refuted,refute,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,verb;inf - verb;pres - verb;imp,C
refute,refuted,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
bounds,bound,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,verb;past - verb;pp - n;sg - verb;inf - verb;pres - verb;imp,C
bound,bounds,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;past - verb;pp - n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
