src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation 1,annotation 2,Notes,KEY,
rounded,round,1_1,V;PST,1_2,V;NFIN,,,,,
round,rounded,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
roar,roaring,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
roaring,roar,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
hades,had,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
had,hades,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
recorded,record,1_1,V;PST,1_2,V;NFIN,,,,,
record,recorded,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
fears,feared,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
fears,fear,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
fears,fearing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
feared,fears,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
feared,fear,1_1,V;PST,1_2,V;NFIN,,,,,
feared,fearing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
fear,fears,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
fear,feared,1_2,V;NFIN,1_1,V;PST,,,,,
fear,fearing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
fearing,fears,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
fearing,feared,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
fearing,fear,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
sashes,sash,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
sash,sashes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
announced,announce,1_1,V;PST,1_2,V;NFIN,,,,,
announced,announcing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
announce,announced,1_2,V;NFIN,1_1,V;PST,,,,,
announce,announcing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
announcing,announced,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
announcing,announce,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
deceives,deceived,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
deceives,deceive,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
deceives,deceiving,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
deceives,deceiver,1_0,V;3;SG;PRS,1_5,N;SG,POS_ERROR,,,,
deceived,deceives,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
deceived,deceive,1_1,V;PST,1_2,V;NFIN,,,,,
deceived,deceiving,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
deceived,deceiver,1_1,V;PST,1_5,N;SG,POS_ERROR,,,,
deceive,deceives,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
deceive,deceived,1_2,V;NFIN,1_1,V;PST,,,,,
deceive,deceiving,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
deceive,deceiver,1_2,V;NFIN,1_5,N;SG,POS_ERROR,,,,
deceiving,deceives,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
deceiving,deceived,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
deceiving,deceive,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
deceiving,deceiver,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
deceiver,deceives,1_5,N;SG,1_0,V;3;SG;PRS,POS_ERROR,,,,
deceiver,deceived,1_5,N;SG,1_1,V;PST,POS_ERROR,,,,
deceiver,deceive,1_5,N;SG,1_2,V;NFIN,POS_ERROR,,,,
deceiver,deceiving,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
,,,,,,,,,,
senses,sensed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
senses,sense,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
sensed,senses,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
sensed,sense,1_1,V;PST,1_2,V;NFIN,,,,,
sense,senses,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
sense,sensed,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
coins,coin,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
coin,coins,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
curses,cursed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
curses,curse,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
curses,cursing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
cursed,curses,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
cursed,curse,1_1,V;PST,1_2,V;NFIN,,,,,
cursed,cursing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
curse,curses,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
curse,cursed,1_2,V;NFIN,1_1,V;PST,,,,,
curse,cursing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
cursing,curses,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
cursing,cursed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
cursing,curse,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
apostles,apostle,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
apostle,apostles,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
blemishes,blemish,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
blemish,blemishes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
nations,nation,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
nation,nations,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
rolled,roll,1_1,V;PST,1_2,V;NFIN,,,,,
roll,rolled,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
argued,argue,1_1,V;PST,1_2,V;NFIN,,,,,
argued,arguing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
argue,argued,1_2,V;NFIN,1_1,V;PST,,,,,
argue,arguing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
arguing,argued,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
arguing,argue,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
interrogated,interrogate,1_1,V;PST,1_2,V;NFIN,,,,,
interrogate,interrogated,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
granted,grant,1_1,V;PST,1_2,V;NFIN,,,,,
grant,granted,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
finished,finishing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
finishing,finished,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
idolaters,idolater,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
idolater,idolaters,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
insults,insulted,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
insults,insult,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
insults,insulting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
insulted,insults,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
insulted,insult,1_1,V;PST,1_2,V;NFIN,,,,,
insulted,insulting,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
insult,insults,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
insult,insulted,1_2,V;NFIN,1_1,V;PST,,,,,
insult,insulting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
insulting,insults,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
insulting,insulted,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
insulting,insult,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
wounds,wounded,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
wounds,wound,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
wounded,wounds,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
wounded,wound,1_1,V;PST,1_2,V;NFIN,,,,,
wound,wounds,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
wound,wounded,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
secrets,secret,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
secrets,secretly,1_0,V;3;SG;PRS,1_4,?,,,,,
secret,secrets,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
secret,secretly,1_2,V;NFIN,1_4,?,,,,,
secretly,secrets,1_4,?,1_0,V;3;SG;PRS,,,,,
secretly,secret,1_4,?,1_2,V;NFIN,,,,,
,,,,,,,,,,
invites,invited,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
invites,invite,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
invited,invites,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
invited,invite,1_1,V;PST,1_2,V;NFIN,,,,,
invite,invites,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
invite,invited,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
leaned,leaning,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
leaning,leaned,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
delights,delighted,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
delights,delight,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
delighted,delights,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
delighted,delight,1_1,V;PST,1_2,V;NFIN,,,,,
delight,delights,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
delight,delighted,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
governed,governing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
governing,governed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
rains,rained,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
rains,rain,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
rains,raining,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
rained,rains,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
rained,rain,1_1,V;PST,1_2,V;NFIN,,,,,
rained,raining,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
rain,rains,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
rain,rained,1_2,V;NFIN,1_1,V;PST,,,,,
rain,raining,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
raining,rains,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
raining,rained,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
raining,rain,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
turns,turned,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
turns,turn,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
turns,turning,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
turned,turns,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
turned,turn,1_1,V;PST,1_2,V;NFIN,,,,,
turned,turning,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
turn,turns,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
turn,turned,1_2,V;NFIN,1_1,V;PST,,,,,
turn,turning,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
turning,turns,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
turning,turned,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
turning,turn,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
office,officer,1_2,V;NFIN,1_5,N;SG,PARADIGM_ERROR,,,,
officer,office,1_5,N;SG,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
overpowers,overpowered,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
overpowers,overpower,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
overpowered,overpowers,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
overpowered,overpower,1_1,V;PST,1_2,V;NFIN,,,,,
overpower,overpowers,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
overpower,overpowered,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
transformed,transform,1_1,V;PST,1_2,V;NFIN,,,,,
transform,transformed,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
firm,firmly,1_2,V;NFIN,1_4,?,,,,,
firmly,firm,1_4,?,1_2,V;NFIN,,,,,
,,,,,,,,,,
daughters,daughter,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
daughter,daughters,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
binds,bind,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
binds,binding,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
bind,binds,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
bind,binding,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
binding,binds,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
binding,bind,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
councils,council,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
council,councils,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
scatters,scattered,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
scatters,scattering,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
scattered,scatters,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
scattered,scattering,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
scattering,scatters,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
scattering,scattered,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
accuses,accused,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
accuses,accuse,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
accuses,accusing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
accuses,accuser,1_0,V;3;SG;PRS,1_5,N;SG,POS_ERROR,,,,
accused,accuses,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
accused,accuse,1_1,V;PST,1_2,V;NFIN,,,,,
accused,accusing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
accused,accuser,1_1,V;PST,1_5,N;SG,POS_ERROR,,,,
accuse,accuses,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
accuse,accused,1_2,V;NFIN,1_1,V;PST,,,,,
accuse,accusing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
accuse,accuser,1_2,V;NFIN,1_5,N;SG,POS_ERROR,,,,
accusing,accuses,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
accusing,accused,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
accusing,accuse,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
accusing,accuser,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
accuser,accuses,1_5,N;SG,1_0,V;3;SG;PRS,POS_ERROR,,,,
accuser,accused,1_5,N;SG,1_1,V;PST,POS_ERROR,,,,
accuser,accuse,1_5,N;SG,1_2,V;NFIN,POS_ERROR,,,,
accuser,accusing,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
,,,,,,,,,,
powers,power,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
power,powers,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
dates,date,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
date,dates,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
exact,exactly,1_2,V;NFIN,1_4,?,,,,,
exactly,exact,1_4,?,1_2,V;NFIN,,,,,
,,,,,,,,,,
humiliated,humiliating,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
humiliating,humiliated,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
possible,possibly,1_2,V;NFIN,1_6,ADJ,,,,,
possibly,possible,1_6,ADJ,1_2,V;NFIN,,,,,
,,,,,,,,,,
benefits,benefit,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
benefit,benefits,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
gates,gate,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
gate,gates,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
sets,set,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
set,sets,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
shed,she,1_1,V;PST,1_2,V;NFIN,PARADIGM_ERROR,,,,
she,shed,1_2,V;NFIN,1_1,V;PST,PARADIGM_ERROR,,,,
,,,,,,,,,,
endures,endured,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
endures,enduring,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
endured,endures,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
endured,enduring,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
enduring,endures,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
enduring,endured,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
burdens,burdened,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
burdens,burden,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
burdened,burdens,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
burdened,burden,1_1,V;PST,1_2,V;NFIN,,,,,
burden,burdens,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
burden,burdened,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
demonstrates,demonstrate,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
demonstrates,demonstrating,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
demonstrate,demonstrates,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
demonstrate,demonstrating,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
demonstrating,demonstrates,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
demonstrating,demonstrate,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
prison,prisoner,1_2,V;NFIN,1_5,N;SG,PARADIGM_ERROR,,,,
prisoner,prison,1_5,N;SG,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
refreshed,refresh,1_1,V;PST,1_2,V;NFIN,,,,,
refreshed,refreshing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
refresh,refreshed,1_2,V;NFIN,1_1,V;PST,,,,,
refresh,refreshing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
refreshing,refreshed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
refreshing,refresh,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
interprets,interpret,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
interprets,interpreter,1_0,V;3;SG;PRS,1_5,N;SG,POS_ERROR,,,,
interpret,interprets,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
interpret,interpreter,1_2,V;NFIN,1_5,N;SG,POS_ERROR,,,,
interpreter,interprets,1_5,N;SG,1_0,V;3;SG;PRS,POS_ERROR,,,,
interpreter,interpret,1_5,N;SG,1_2,V;NFIN,POS_ERROR,,,,
,,,,,,,,,,
mad,made,1_2,V;NFIN,1_2,V;NFIN,PARADIGM_ERROR,,,,
made,mad,1_2,V;NFIN,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
knocks,knocked,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
knocks,knock,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
knocks,knocking,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
knocked,knocks,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
knocked,knock,1_1,V;PST,1_2,V;NFIN,,,,,
knocked,knocking,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
knock,knocks,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
knock,knocked,1_2,V;NFIN,1_1,V;PST,,,,,
knock,knocking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
knocking,knocks,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
knocking,knocked,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
knocking,knock,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
rods,rod,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
rods,rode,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
rod,rods,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
rode,rods,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
rod,rode,1_2,V;NFIN,1_2,V;NFIN,PARADIGM_ERROR,,,,
rode,rod,1_2,V;NFIN,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
at,ate,1_2,V;NFIN,1_2,V;NFIN,,,,,
ate,at,1_2,V;NFIN,1_2,V;NFIN,,,,,
,,,,,,,,,,
accepts,accepted,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
accepts,accept,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
accepted,accepts,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
accepted,accept,1_1,V;PST,1_2,V;NFIN,,,,,
accept,accepts,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
accept,accepted,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
advance,advancing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
advancing,advance,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
appoints,appointed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
appoints,appoint,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
appoints,appointing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
appointed,appoints,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
appointed,appoint,1_1,V;PST,1_2,V;NFIN,,,,,
appointed,appointing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
appoint,appoints,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
appoint,appointed,1_2,V;NFIN,1_1,V;PST,,,,,
appoint,appointing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
appointing,appoints,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
appointing,appointed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
appointing,appoint,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
understands,understand,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
understands,understanding,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
understand,understands,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
understand,understanding,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
understanding,understands,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
understanding,understand,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
examined,examine,1_1,V;PST,1_2,V;NFIN,,,,,
examined,examining,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
examine,examined,1_2,V;NFIN,1_1,V;PST,,,,,
examine,examining,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
examining,examined,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
examining,examine,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
charges,charged,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
charges,charge,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
charged,charges,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
charged,charge,1_1,V;PST,1_2,V;NFIN,,,,,
charge,charges,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
charge,charged,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
rests,rested,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
rests,rest,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
rests,resting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
rested,rests,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
rested,rest,1_1,V;PST,1_2,V;NFIN,,,,,
rested,resting,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
rest,rests,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
rest,rested,1_2,V;NFIN,1_1,V;PST,,,,,
rest,resting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
resting,rests,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
resting,rested,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
resting,rest,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
despised,despise,1_1,V;PST,1_2,V;NFIN,,,,,
despise,despised,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
magistrates,magistrate,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
magistrate,magistrates,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
refuses,refused,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
refuses,refuse,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
refuses,refusing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
refused,refuses,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
refused,refuse,1_1,V;PST,1_2,V;NFIN,,,,,
refused,refusing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
refuse,refuses,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
refuse,refused,1_2,V;NFIN,1_1,V;PST,,,,,
refuse,refusing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
refusing,refuses,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
refusing,refused,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
refusing,refuse,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
filth,filthy,1_2,V;NFIN,1_6,ADJ,,,,,
filthy,filth,1_6,ADJ,1_2,V;NFIN,,,,,
,,,,,,,,,,
indulged,indulge,1_1,V;PST,1_2,V;NFIN,,,,,
indulged,indulging,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
indulge,indulged,1_2,V;NFIN,1_1,V;PST,,,,,
indulge,indulging,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
indulging,indulged,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
indulging,indulge,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
