src word,tgt word,src slot,tgt slot
berið,berið,0_19,0_19
berið,berst,0_19,0_12
berið,bera,0_19,0_20
berið,berast,0_19,0_11
berið,berja,0_19,0_6
berið,berum,0_19,0_1
berið,bert,0_19,0_17
berið,berð,0_19,0_18
berst,ber,0_12,0_14
berst,beri,0_12,0_15
berst,berið,0_12,0_19
berst,berst,0_12,0_12
berst,bera,0_12,0_20
berst,berast,0_12,0_11
berst,berja,0_12,0_6
berst,berum,0_12,0_1
berst,bert,0_12,0_17
berst,berð,0_12,0_18
bera,ber,0_20,0_14
bera,beri,0_20,0_15
bera,berið,0_20,0_19
bera,berst,0_20,0_12
bera,bera,0_20,0_20
bera,berast,0_20,0_11
bera,berja,0_20,0_6
bera,berum,0_20,0_1
bera,bert,0_20,0_17
bera,berð,0_20,0_18
berast,ber,0_11,0_14
berast,beri,0_11,0_15
berast,berið,0_11,0_19
berast,berst,0_11,0_12
berast,bera,0_11,0_20
berast,berast,0_11,0_11
berast,berja,0_11,0_6
berast,berum,0_11,0_1
berast,bert,0_11,0_17
berast,berð,0_11,0_18
berja,ber,0_6,0_14
berja,beri,0_6,0_15
berja,berið,0_6,0_19
berja,berst,0_6,0_12
berja,bera,0_6,0_20
berja,berast,0_6,0_11
berja,berja,0_6,0_6
berja,berum,0_6,0_1
berja,bert,0_6,0_17
berja,berð,0_6,0_18
berum,ber,0_1,0_14
berum,beri,0_1,0_15
berum,berið,0_1,0_19
berum,berst,0_1,0_12
berum,bera,0_1,0_20
berum,berast,0_1,0_11
berum,berja,0_1,0_6
berum,berum,0_1,0_1
berum,bert,0_1,0_17
berum,berð,0_1,0_18
bert,ber,0_17,0_14
bert,beri,0_17,0_15
bert,berið,0_17,0_19
bert,berst,0_17,0_12
bert,bera,0_17,0_20
bert,berast,0_17,0_11
bert,berja,0_17,0_6
bert,berum,0_17,0_1
bert,bert,0_17,0_17
bert,berð,0_17,0_18
berð,ber,0_18,0_14
berð,beri,0_18,0_15
berð,berið,0_18,0_19
berð,berst,0_18,0_12
berð,bera,0_18,0_20
berð,berast,0_18,0_11
berð,berja,0_18,0_6
berð,berum,0_18,0_1
berð,bert,0_18,0_17
berð,berð,0_18,0_18
tilheyra,tilheyra,0_20,0_20
tilheyra,tilheyrum,0_20,0_1
tilheyra,tilheyrir,0_20,0_8
tilheyra,tilheyrið,0_20,0_19
tilheyrum,tilheyra,0_1,0_20
tilheyrum,tilheyrum,0_1,0_1
tilheyrum,tilheyrir,0_1,0_8
tilheyrum,tilheyrið,0_1,0_19
tilheyrir,tilheyra,0_8,0_20
tilheyrir,tilheyrum,0_8,0_1
tilheyrir,tilheyrir,0_8,0_8
tilheyrir,tilheyrið,0_8,0_19
tilheyrið,tilheyra,0_19,0_20
tilheyrið,tilheyrum,0_19,0_1
tilheyrið,tilheyrir,0_19,0_8
tilheyrið,tilheyrið,0_19,0_19
byggir,byggir,0_8,0_8
byggir,byggð,0_8,0_18
byggir,byggði,0_8,0_5
byggir,byggðu,0_8,0_13
byggir,byggið,0_8,0_19
byggir,byggist,0_8,0_7
byggir,byggja,0_8,0_6
byggir,byggt,0_8,0_17
byggð,byggir,0_18,0_8
byggð,byggð,0_18,0_18
byggð,byggði,0_18,0_5
byggð,byggðu,0_18,0_13
byggð,byggið,0_18,0_19
byggð,byggist,0_18,0_7
byggð,byggja,0_18,0_6
byggð,byggt,0_18,0_17
byggði,byggir,0_5,0_8
byggði,byggð,0_5,0_18
byggði,byggði,0_5,0_5
byggði,byggðu,0_5,0_13
byggði,byggið,0_5,0_19
byggði,byggist,0_5,0_7
byggði,byggja,0_5,0_6
byggði,byggt,0_5,0_17
byggðu,byggir,0_13,0_8
byggðu,byggð,0_13,0_18
byggðu,byggði,0_13,0_5
byggðu,byggðu,0_13,0_13
byggðu,byggið,0_13,0_19
byggðu,byggist,0_13,0_7
byggðu,byggja,0_13,0_6
byggðu,byggt,0_13,0_17
byggið,byggir,0_19,0_8
byggið,byggð,0_19,0_18
byggið,byggði,0_19,0_5
byggið,byggðu,0_19,0_13
byggið,byggið,0_19,0_19
byggið,byggist,0_19,0_7
byggið,byggja,0_19,0_6
byggið,byggt,0_19,0_17
byggist,byggir,0_7,0_8
byggist,byggð,0_7,0_18
byggist,byggði,0_7,0_5
byggist,byggðu,0_7,0_13
byggist,byggið,0_7,0_19
byggist,byggist,0_7,0_7
byggist,byggja,0_7,0_6
byggist,byggt,0_7,0_17
byggja,byggir,0_6,0_8
byggja,byggð,0_6,0_18
byggja,byggði,0_6,0_5
byggja,byggðu,0_6,0_13
byggja,byggið,0_6,0_19
byggja,byggist,0_6,0_7
byggja,byggja,0_6,0_6
byggja,byggt,0_6,0_17
byggt,byggir,0_17,0_8
byggt,byggð,0_17,0_18
byggt,byggði,0_17,0_5
byggt,byggðu,0_17,0_13
byggt,byggið,0_17,0_19
byggt,byggist,0_17,0_7
byggt,byggja,0_17,0_6
byggt,byggt,0_17,0_17
uppfræðir,uppfræðir,0_8,0_8
uppfræðir,uppfræðist,0_8,0_7
uppfræðist,uppfræðir,0_7,0_8
uppfræðist,uppfræðist,0_7,0_7
ofsækir,ofsækir,0_8,0_8
ofsækir,ofsækja,0_8,0_6
ofsækja,ofsækir,0_6,0_8
ofsækja,ofsækja,0_6,0_6
tem,tem,0_14,0_14
tem,temja,0_14,0_6
temja,tem,0_6,0_14
temja,temja,0_6,0_6
tæla,tæla,0_20,0_20
tæla,tælast,0_20,0_11
tæla,tæli,0_20,0_15
tæla,tælir,0_20,0_8
tælast,tæla,0_11,0_20
tælast,tælast,0_11,0_11
tælast,tæli,0_11,0_15
tælast,tælir,0_11,0_8
tæli,tæla,0_15,0_20
tæli,tælast,0_15,0_11
tæli,tæli,0_15,0_15
tæli,tælir,0_15,0_8
tælir,tæla,0_8,0_20
tælir,tælast,0_8,0_11
tælir,tæli,0_8,0_15
tælir,tælir,0_8,0_8
Syndin,Syndin,0_3,0_3
Syndin,Syndir,0_3,0_8
Syndir,Syndin,0_8,0_3
Syndir,Syndir,0_8,0_8
skrá,skrá,0_14,0_14
skrá,skráð,0_14,0_18
skráð,skrá,0_18,0_14
skráð,skráð,0_18,0_18
Lík,Lík,0_14,0_14
Lík,Líkt,0_14,0_17
Líkt,Lík,0_17,0_14
Líkt,Líkt,0_17,0_17
þá,þá,0_14,0_14
þá,þáði,0_14,0_5
þáði,þá,0_5,0_14
þáði,þáði,0_5,0_5
þrengir,þrengir,0_8,0_8
þrengir,þrengt,0_8,0_17
þrengir,þrengja,0_8,0_6
þrengt,þrengir,0_17,0_8
þrengt,þrengt,0_17,0_17
þrengt,þrengja,0_17,0_6
þrengja,þrengir,0_6,0_8
þrengja,þrengt,0_6,0_17
þrengja,þrengja,0_6,0_6
endurnær,endurnær,0_14,0_14
endurnær,endurnært,0_14,0_17
endurnært,endurnær,0_17,0_14
endurnært,endurnært,0_17,0_17
hleyp,hleyp,0_14,0_14
hleyp,hleypur,0_14,0_16
hleyp,hleypa,0_14,0_20
hleyp,hleypt,0_14,0_17
hleyp,hleyptu,0_14,0_4
hleypur,hleyp,0_16,0_14
hleypur,hleypur,0_16,0_16
hleypur,hleypa,0_16,0_20
hleypur,hleypt,0_16,0_17
hleypur,hleyptu,0_16,0_4
hleypa,hleyp,0_20,0_14
hleypa,hleypur,0_20,0_16
hleypa,hleypa,0_20,0_20
hleypa,hleypt,0_20,0_17
hleypa,hleyptu,0_20,0_4
hleypt,hleyp,0_17,0_14
hleypt,hleypur,0_17,0_16
hleypt,hleypa,0_17,0_20
hleypt,hleypt,0_17,0_17
hleypt,hleyptu,0_17,0_4
hleyptu,hleyp,0_4,0_14
hleyptu,hleypur,0_4,0_16
hleyptu,hleypa,0_4,0_20
hleyptu,hleypt,0_4,0_17
hleyptu,hleyptu,0_4,0_4
tak,tak,0_14,0_14
tak,taki,0_14,0_15
tak,takir,0_14,0_8
tak,takist,0_14,0_7
tak,takið,0_14,0_19
tak,taktu,0_14,0_4
tak,taka,0_14,0_20
taki,tak,0_15,0_14
taki,taki,0_15,0_15
taki,takir,0_15,0_8
taki,takist,0_15,0_7
taki,takið,0_15,0_19
taki,taktu,0_15,0_4
taki,taka,0_15,0_20
takir,tak,0_8,0_14
takir,taki,0_8,0_15
takir,takir,0_8,0_8
takir,takist,0_8,0_7
takir,takið,0_8,0_19
takir,taktu,0_8,0_4
takir,taka,0_8,0_20
takist,tak,0_7,0_14
takist,taki,0_7,0_15
takist,takir,0_7,0_8
takist,takist,0_7,0_7
takist,takið,0_7,0_19
takist,taktu,0_7,0_4
takist,taka,0_7,0_20
takið,tak,0_19,0_14
takið,taki,0_19,0_15
takið,takir,0_19,0_8
takið,takist,0_19,0_7
takið,takið,0_19,0_19
takið,taktu,0_19,0_4
takið,taka,0_19,0_20
taktu,tak,0_4,0_14
taktu,taki,0_4,0_15
taktu,takir,0_4,0_8
taktu,takist,0_4,0_7
taktu,takið,0_4,0_19
taktu,taktu,0_4,0_4
taktu,taka,0_4,0_20
taka,tak,0_20,0_14
taka,taki,0_20,0_15
taka,takir,0_20,0_8
taka,takist,0_20,0_7
taka,takið,0_20,0_19
taka,taktu,0_20,0_4
taka,taka,0_20,0_20
fýsir,fýsir,0_8,0_8
fýsir,fýsn,0_8,0_9
fýsir,fýsna,0_8,0_21
fýsir,fýsti,0_8,0_0
fýsn,fýsir,0_9,0_8
fýsn,fýsn,0_9,0_9
fýsn,fýsna,0_9,0_21
fýsn,fýsti,0_9,0_0
fýsna,fýsir,0_21,0_8
fýsna,fýsn,0_21,0_9
fýsna,fýsna,0_21,0_21
fýsna,fýsti,0_21,0_0
fýsti,fýsir,0_0,0_8
fýsti,fýsn,0_0,0_9
fýsti,fýsna,0_0,0_21
fýsti,fýsti,0_0,0_0
skildir,skildir,0_8,0_8
skildir,skildist,0_8,0_7
skildir,skildum,0_8,0_1
skildist,skildir,0_7,0_8
skildist,skildist,0_7,0_7
skildist,skildum,0_7,0_1
skildum,skildir,0_1,0_8
skildum,skildist,0_1,0_7
skildum,skildum,0_1,0_1
kom,kom,0_14,0_14
kom,komi,0_14,0_15
kom,komin,0_14,0_3
kom,kominn,0_14,0_2
kom,komið,0_14,0_19
kom,komist,0_14,0_7
kom,komna,0_14,0_21
kom,koma,0_14,0_20
kom,komast,0_14,0_11
kom,komst,0_14,0_12
kom,komu,0_14,0_10
kom,komum,0_14,0_1
komi,kom,0_15,0_14
komi,komi,0_15,0_15
komi,komin,0_15,0_3
komi,kominn,0_15,0_2
komi,komið,0_15,0_19
komi,komist,0_15,0_7
komi,komna,0_15,0_21
komi,koma,0_15,0_20
komi,komast,0_15,0_11
komi,komst,0_15,0_12
komi,komu,0_15,0_10
komi,komum,0_15,0_1
komin,kom,0_3,0_14
komin,komi,0_3,0_15
komin,komin,0_3,0_3
komin,kominn,0_3,0_2
komin,komið,0_3,0_19
komin,komist,0_3,0_7
komin,komna,0_3,0_21
komin,koma,0_3,0_20
komin,komast,0_3,0_11
komin,komst,0_3,0_12
komin,komu,0_3,0_10
komin,komum,0_3,0_1
kominn,kom,0_2,0_14
kominn,komi,0_2,0_15
kominn,komin,0_2,0_3
kominn,kominn,0_2,0_2
kominn,komið,0_2,0_19
kominn,komist,0_2,0_7
kominn,komna,0_2,0_21
kominn,koma,0_2,0_20
kominn,komast,0_2,0_11
kominn,komst,0_2,0_12
kominn,komu,0_2,0_10
kominn,komum,0_2,0_1
komið,kom,0_19,0_14
komið,komi,0_19,0_15
komið,komin,0_19,0_3
komið,kominn,0_19,0_2
komið,komið,0_19,0_19
komið,komist,0_19,0_7
komið,komna,0_19,0_21
komið,koma,0_19,0_20
komið,komast,0_19,0_11
komið,komst,0_19,0_12
komið,komu,0_19,0_10
komið,komum,0_19,0_1
komist,kom,0_7,0_14
komist,komi,0_7,0_15
komist,komin,0_7,0_3
komist,kominn,0_7,0_2
komist,komið,0_7,0_19
komist,komist,0_7,0_7
komist,komna,0_7,0_21
komist,koma,0_7,0_20
komist,komast,0_7,0_11
komist,komst,0_7,0_12
komist,komu,0_7,0_10
komist,komum,0_7,0_1
komna,kom,0_21,0_14
komna,komi,0_21,0_15
komna,komin,0_21,0_3
komna,kominn,0_21,0_2
komna,komið,0_21,0_19
komna,komist,0_21,0_7
komna,komna,0_21,0_21
komna,koma,0_21,0_20
komna,komast,0_21,0_11
komna,komst,0_21,0_12
komna,komu,0_21,0_10
komna,komum,0_21,0_1
koma,kom,0_20,0_14
koma,komi,0_20,0_15
koma,komin,0_20,0_3
koma,kominn,0_20,0_2
koma,komið,0_20,0_19
koma,komist,0_20,0_7
koma,komna,0_20,0_21
koma,koma,0_20,0_20
koma,komast,0_20,0_11
koma,komst,0_20,0_12
koma,komu,0_20,0_10
koma,komum,0_20,0_1
komast,kom,0_11,0_14
komast,komi,0_11,0_15
komast,komin,0_11,0_3
komast,kominn,0_11,0_2
komast,komið,0_11,0_19
komast,komist,0_11,0_7
komast,komna,0_11,0_21
komast,koma,0_11,0_20
komast,komast,0_11,0_11
komast,komst,0_11,0_12
komast,komu,0_11,0_10
komast,komum,0_11,0_1
komst,kom,0_12,0_14
komst,komi,0_12,0_15
komst,komin,0_12,0_3
komst,kominn,0_12,0_2
komst,komið,0_12,0_19
komst,komist,0_12,0_7
komst,komna,0_12,0_21
komst,koma,0_12,0_20
komst,komast,0_12,0_11
komst,komst,0_12,0_12
komst,komu,0_12,0_10
komst,komum,0_12,0_1
komu,kom,0_10,0_14
komu,komi,0_10,0_15
komu,komin,0_10,0_3
komu,kominn,0_10,0_2
komu,komið,0_10,0_19
komu,komist,0_10,0_7
komu,komna,0_10,0_21
komu,koma,0_10,0_20
komu,komast,0_10,0_11
komu,komst,0_10,0_12
komu,komu,0_10,0_10
komu,komum,0_10,0_1
komum,kom,0_1,0_14
komum,komi,0_1,0_15
komum,komin,0_1,0_3
komum,kominn,0_1,0_2
komum,komið,0_1,0_19
komum,komist,0_1,0_7
komum,komna,0_1,0_21
komum,koma,0_1,0_20
komum,komast,0_1,0_11
komum,komst,0_1,0_12
komum,komu,0_1,0_10
komum,komum,0_1,0_1
Set,Set,0_14,0_14
Set,Settu,0_14,0_4
Settu,Set,0_4,0_14
Settu,Settu,0_4,0_4
sem,sem,0_14,0_14
sem,semja,0_14,0_6
semja,sem,0_6,0_14
semja,semja,0_6,0_6
Trú,Trú,0_14,0_14
Trú,Trúir,0_14,0_8
Trú,Trúin,0_14,0_3
Trú,Trúið,0_14,0_19
Trúir,Trú,0_8,0_14
Trúir,Trúir,0_8,0_8
Trúir,Trúin,0_8,0_3
Trúir,Trúið,0_8,0_19
Trúin,Trú,0_3,0_14
Trúin,Trúir,0_3,0_8
Trúin,Trúin,0_3,0_3
Trúin,Trúið,0_3,0_19
Trúið,Trú,0_19,0_14
Trúið,Trúir,0_19,0_8
Trúið,Trúin,0_19,0_3
Trúið,Trúið,0_19,0_19
unnist,unnist,0_7,0_7
unnist,unnt,0_7,0_17
unnist,unnið,0_7,0_19
unnt,unnist,0_17,0_7
unnt,unnt,0_17,0_17
unnt,unnið,0_17,0_19
unnið,unnist,0_19,0_7
unnið,unnt,0_19,0_17
unnið,unnið,0_19,0_19
öðlast,öðlast,0_11,0_11
öðlast,öðli,0_11,0_15
öðlast,öðlist,0_11,0_7
öðli,öðlast,0_15,0_11
öðli,öðli,0_15,0_15
öðli,öðlist,0_15,0_7
öðlist,öðlast,0_7,0_11
öðlist,öðli,0_7,0_15
öðlist,öðlist,0_7,0_7
heit,heit,0_14,0_14
heit,heiti,0_14,0_15
heit,heitið,0_14,0_19
heit,heitir,0_14,0_8
heit,heitin,0_14,0_3
heit,heita,0_14,0_20
heit,heitt,0_14,0_17
heit,heitur,0_14,0_16
heiti,heit,0_15,0_14
heiti,heiti,0_15,0_15
heiti,heitið,0_15,0_19
heiti,heitir,0_15,0_8
heiti,heitin,0_15,0_3
heiti,heita,0_15,0_20
heiti,heitt,0_15,0_17
heiti,heitur,0_15,0_16
heitið,heit,0_19,0_14
heitið,heiti,0_19,0_15
heitið,heitið,0_19,0_19
heitið,heitir,0_19,0_8
heitið,heitin,0_19,0_3
heitið,heita,0_19,0_20
heitið,heitt,0_19,0_17
heitið,heitur,0_19,0_16
heitir,heit,0_8,0_14
heitir,heiti,0_8,0_15
heitir,heitið,0_8,0_19
heitir,heitir,0_8,0_8
heitir,heitin,0_8,0_3
heitir,heita,0_8,0_20
heitir,heitt,0_8,0_17
heitir,heitur,0_8,0_16
heitin,heit,0_3,0_14
heitin,heiti,0_3,0_15
heitin,heitið,0_3,0_19
heitin,heitir,0_3,0_8
heitin,heitin,0_3,0_3
heitin,heita,0_3,0_20
heitin,heitt,0_3,0_17
heitin,heitur,0_3,0_16
heita,heit,0_20,0_14
heita,heiti,0_20,0_15
heita,heitið,0_20,0_19
heita,heitir,0_20,0_8
heita,heitin,0_20,0_3
heita,heita,0_20,0_20
heita,heitt,0_20,0_17
heita,heitur,0_20,0_16
heitt,heit,0_17,0_14
heitt,heiti,0_17,0_15
heitt,heitið,0_17,0_19
heitt,heitir,0_17,0_8
heitt,heitin,0_17,0_3
heitt,heita,0_17,0_20
heitt,heitt,0_17,0_17
heitt,heitur,0_17,0_16
heitur,heit,0_16,0_14
heitur,heiti,0_16,0_15
heitur,heitið,0_16,0_19
heitur,heitir,0_16,0_8
heitur,heitin,0_16,0_3
heitur,heita,0_16,0_20
heitur,heitt,0_16,0_17
heitur,heitur,0_16,0_16
sárt,sárt,0_17,0_17
sárt,sárið,0_17,0_19
sárt,sárum,0_17,0_1
sárið,sárt,0_19,0_17
sárið,sárið,0_19,0_19
sárið,sárum,0_19,0_1
sárum,sárt,0_1,0_17
sárum,sárið,0_1,0_19
sárum,sárum,0_1,0_1
óhlýðnast,óhlýðnast,0_11,0_11
óhlýðnast,óhlýðnist,0_11,0_7
óhlýðnist,óhlýðnast,0_7,0_11
óhlýðnist,óhlýðnist,0_7,0_7
Elísabet,Elísabet,0_17,0_17
Elísabet,Elísabetu,0_17,0_4
Elísabetu,Elísabet,0_4,0_17
Elísabetu,Elísabetu,0_4,0_4
nið,nið,0_14,0_14
nið,niður,0_14,0_16
nið,niðja,0_14,0_6
niður,nið,0_16,0_14
niður,niður,0_16,0_16
niður,niðja,0_16,0_6
niðja,nið,0_6,0_14
niðja,niður,0_6,0_16
niðja,niðja,0_6,0_6
heimsæki,heimsæki,0_15,0_15
heimsæki,heimsækja,0_15,0_6
heimsækja,heimsæki,0_6,0_15
heimsækja,heimsækja,0_6,0_6
fullkomnaðist,fullkomnaðist,0_7,0_7
fullkomnaðist,fullkomnaður,0_7,0_16
fullkomnaður,fullkomnaðist,0_16,0_7
fullkomnaður,fullkomnaður,0_16,0_16
undrist,undrist,0_7,0_7
undrist,undrast,0_7,0_11
undrist,undrum,0_7,0_1
undrast,undrist,0_11,0_7
undrast,undrast,0_11,0_11
undrast,undrum,0_11,0_1
undrum,undrist,0_1,0_7
undrum,undrast,0_1,0_11
undrum,undrum,0_1,0_1
mun,mun,0_14,0_14
mun,munn,0_14,0_9
mun,munu,0_14,0_10
mun,munum,0_14,0_1
mun,munur,0_14,0_16
mun,muni,0_14,0_15
mun,munir,0_14,0_8
mun,munið,0_14,0_19
mun,munt,0_14,0_17
mun,muntu,0_14,0_4
munn,mun,0_9,0_14
munn,munn,0_9,0_9
munn,munu,0_9,0_10
munn,munum,0_9,0_1
munn,munur,0_9,0_16
munn,muni,0_9,0_15
munn,munir,0_9,0_8
munn,munið,0_9,0_19
munn,munt,0_9,0_17
munn,muntu,0_9,0_4
munu,mun,0_10,0_14
munu,munn,0_10,0_9
munu,munu,0_10,0_10
munu,munum,0_10,0_1
munu,munur,0_10,0_16
munu,muni,0_10,0_15
munu,munir,0_10,0_8
munu,munið,0_10,0_19
munu,munt,0_10,0_17
munu,muntu,0_10,0_4
munum,mun,0_1,0_14
munum,munn,0_1,0_9
munum,munu,0_1,0_10
munum,munum,0_1,0_1
munum,munur,0_1,0_16
munum,muni,0_1,0_15
munum,munir,0_1,0_8
munum,munið,0_1,0_19
munum,munt,0_1,0_17
munum,muntu,0_1,0_4
munur,mun,0_16,0_14
munur,munn,0_16,0_9
munur,munu,0_16,0_10
munur,munum,0_16,0_1
munur,munur,0_16,0_16
munur,muni,0_16,0_15
munur,munir,0_16,0_8
munur,munið,0_16,0_19
munur,munt,0_16,0_17
munur,muntu,0_16,0_4
muni,mun,0_15,0_14
muni,munn,0_15,0_9
muni,munu,0_15,0_10
muni,munum,0_15,0_1
muni,munur,0_15,0_16
muni,muni,0_15,0_15
muni,munir,0_15,0_8
muni,munið,0_15,0_19
muni,munt,0_15,0_17
muni,muntu,0_15,0_4
munir,mun,0_8,0_14
munir,munn,0_8,0_9
munir,munu,0_8,0_10
munir,munum,0_8,0_1
munir,munur,0_8,0_16
munir,muni,0_8,0_15
munir,munir,0_8,0_8
munir,munið,0_8,0_19
munir,munt,0_8,0_17
munir,muntu,0_8,0_4
munið,mun,0_19,0_14
munið,munn,0_19,0_9
munið,munu,0_19,0_10
munið,munum,0_19,0_1
munið,munur,0_19,0_16
munið,muni,0_19,0_15
munið,munir,0_19,0_8
munið,munið,0_19,0_19
munið,munt,0_19,0_17
munið,muntu,0_19,0_4
munt,mun,0_17,0_14
munt,munn,0_17,0_9
munt,munu,0_17,0_10
munt,munum,0_17,0_1
munt,munur,0_17,0_16
munt,muni,0_17,0_15
munt,munir,0_17,0_8
munt,munið,0_17,0_19
munt,munt,0_17,0_17
munt,muntu,0_17,0_4
muntu,mun,0_4,0_14
muntu,munn,0_4,0_9
muntu,munu,0_4,0_10
muntu,munum,0_4,0_1
muntu,munur,0_4,0_16
muntu,muni,0_4,0_15
muntu,munir,0_4,0_8
muntu,munið,0_4,0_19
muntu,munt,0_4,0_17
muntu,muntu,0_4,0_4
jaspissteini,jaspissteini,0_15,0_15
jaspissteini,jaspissteinn,0_15,0_9
jaspissteinn,jaspissteini,0_9,0_15
jaspissteinn,jaspissteinn,0_9,0_9
forherðir,forherðir,0_8,0_8
forherðir,forherðist,0_8,0_7
forherðir,forherðið,0_8,0_19
forherðist,forherðir,0_7,0_8
forherðist,forherðist,0_7,0_7
forherðist,forherðið,0_7,0_19
forherðið,forherðir,0_19,0_8
forherðið,forherðist,0_19,0_7
forherðið,forherðið,0_19,0_19
öndvert,öndvert,0_17,0_17
öndvert,öndverðu,0_17,0_13
öndverðu,öndvert,0_13,0_17
öndverðu,öndverðu,0_13,0_13
láta,láta,0_20,0_20
láta,láttu,0_20,0_4
láta,látum,0_20,0_1
láta,látna,0_20,0_21
láta,láti,0_20,0_15
láta,látin,0_20,0_3
láta,látinn,0_20,0_2
láta,látið,0_20,0_19
láttu,láta,0_4,0_20
láttu,láttu,0_4,0_4
láttu,látum,0_4,0_1
láttu,látna,0_4,0_21
láttu,láti,0_4,0_15
láttu,látin,0_4,0_3
láttu,látinn,0_4,0_2
láttu,látið,0_4,0_19
látum,láta,0_1,0_20
látum,láttu,0_1,0_4
látum,látum,0_1,0_1
látum,látna,0_1,0_21
látum,láti,0_1,0_15
látum,látin,0_1,0_3
látum,látinn,0_1,0_2
látum,látið,0_1,0_19
látna,láta,0_21,0_20
látna,láttu,0_21,0_4
látna,látum,0_21,0_1
látna,látna,0_21,0_21
látna,láti,0_21,0_15
látna,látin,0_21,0_3
látna,látinn,0_21,0_2
látna,látið,0_21,0_19
láti,láta,0_15,0_20
láti,láttu,0_15,0_4
láti,látum,0_15,0_1
láti,látna,0_15,0_21
láti,láti,0_15,0_15
láti,látin,0_15,0_3
láti,látinn,0_15,0_2
láti,látið,0_15,0_19
látin,láta,0_3,0_20
látin,láttu,0_3,0_4
látin,látum,0_3,0_1
látin,látna,0_3,0_21
látin,láti,0_3,0_15
látin,látin,0_3,0_3
látin,látinn,0_3,0_2
látin,látið,0_3,0_19
látinn,láta,0_2,0_20
látinn,láttu,0_2,0_4
látinn,látum,0_2,0_1
látinn,látna,0_2,0_21
látinn,láti,0_2,0_15
látinn,látin,0_2,0_3
látinn,látinn,0_2,0_2
látinn,látið,0_2,0_19
látið,láta,0_19,0_20
látið,láttu,0_19,0_4
látið,látum,0_19,0_1
látið,látna,0_19,0_21
látið,láti,0_19,0_15
látið,látin,0_19,0_3
látið,látinn,0_19,0_2
látið,látið,0_19,0_19
nefna,nefna,0_20,0_20
nefna,nefni,0_20,0_15
nefna,nefnist,0_20,0_7
nefna,nefnir,0_20,0_8
nefna,nefnast,0_20,0_11
nefna,nefnt,0_20,0_17
nefni,nefna,0_15,0_20
nefni,nefni,0_15,0_15
nefni,nefnist,0_15,0_7
nefni,nefnir,0_15,0_8
nefni,nefnast,0_15,0_11
nefni,nefnt,0_15,0_17
nefnist,nefna,0_7,0_20
nefnist,nefni,0_7,0_15
nefnist,nefnist,0_7,0_7
nefnist,nefnir,0_7,0_8
nefnist,nefnast,0_7,0_11
nefnist,nefnt,0_7,0_17
nefnir,nefna,0_8,0_20
nefnir,nefni,0_8,0_15
nefnir,nefnist,0_8,0_7
nefnir,nefnir,0_8,0_8
nefnir,nefnast,0_8,0_11
nefnir,nefnt,0_8,0_17
nefnast,nefna,0_11,0_20
nefnast,nefni,0_11,0_15
nefnast,nefnist,0_11,0_7
nefnast,nefnir,0_11,0_8
nefnast,nefnast,0_11,0_11
nefnast,nefnt,0_11,0_17
nefnt,nefna,0_17,0_20
nefnt,nefni,0_17,0_15
nefnt,nefnist,0_17,0_7
nefnt,nefnir,0_17,0_8
nefnt,nefnast,0_17,0_11
nefnt,nefnt,0_17,0_17
lægði,lægði,0_5,0_5
högg,högg,0_14,0_14
högg,höggum,0_14,0_1
högg,höggin,0_14,0_3
högg,höggna,0_14,0_21
höggum,högg,0_1,0_14
höggum,höggum,0_1,0_1
höggum,höggin,0_1,0_3
höggum,höggna,0_1,0_21
höggin,högg,0_3,0_14
höggin,höggum,0_3,0_1
höggin,höggin,0_3,0_3
höggin,höggna,0_3,0_21
höggna,högg,0_21,0_14
höggna,höggum,0_21,0_1
höggna,höggin,0_21,0_3
höggna,höggna,0_21,0_21
árangurslaust,árangurslaust,0_12,0_12
sá,sá,0_14,0_14
sá,sáð,0_14,0_18
sá,sáði,0_14,0_5
sá,sáu,0_14,0_10
sá,sáum,0_14,0_1
sá,sátu,0_14,0_4
sá,sái,0_14,0_15
sá,sáir,0_14,0_8
sá,sást,0_14,0_12
sáð,sá,0_18,0_14
sáð,sáð,0_18,0_18
sáð,sáði,0_18,0_5
sáð,sáu,0_18,0_10
sáð,sáum,0_18,0_1
sáð,sátu,0_18,0_4
sáð,sái,0_18,0_15
sáð,sáir,0_18,0_8
sáð,sást,0_18,0_12
sáði,sá,0_5,0_14
sáði,sáð,0_5,0_18
sáði,sáði,0_5,0_5
sáði,sáu,0_5,0_10
sáði,sáum,0_5,0_1
sáði,sátu,0_5,0_4
sáði,sái,0_5,0_15
sáði,sáir,0_5,0_8
sáði,sást,0_5,0_12
sáu,sá,0_10,0_14
sáu,sáð,0_10,0_18
sáu,sáði,0_10,0_5
sáu,sáu,0_10,0_10
sáu,sáum,0_10,0_1
sáu,sátu,0_10,0_4
sáu,sái,0_10,0_15
sáu,sáir,0_10,0_8
sáu,sást,0_10,0_12
sáum,sá,0_1,0_14
sáum,sáð,0_1,0_18
sáum,sáði,0_1,0_5
sáum,sáu,0_1,0_10
sáum,sáum,0_1,0_1
sáum,sátu,0_1,0_4
sáum,sái,0_1,0_15
sáum,sáir,0_1,0_8
sáum,sást,0_1,0_12
sátu,sá,0_4,0_14
sátu,sáð,0_4,0_18
sátu,sáði,0_4,0_5
sátu,sáu,0_4,0_10
sátu,sáum,0_4,0_1
sátu,sátu,0_4,0_4
sátu,sái,0_4,0_15
sátu,sáir,0_4,0_8
sátu,sást,0_4,0_12
