src word,tgt word,src slot,tgt slot
lästern,lästerte,0_0,0_4
lästern,lästerten,0_0,0_11
lästern,lästerst,0_0,0_10
lästern,lästern,0_0,0_0
ausgestreckt,ausgestreckt,0_12,0_12
ausgestreckt,ausgestrecktem,0_12,0_7
ausgestreckt,ausgestreckten,0_12,0_0
ausgestrecktem,ausgestreckt,0_7,0_12
ausgestrecktem,ausgestrecktem,0_7,0_7
ausgestrecktem,ausgestreckten,0_7,0_0
ausgestreckten,ausgestreckt,0_0,0_12
ausgestreckten,ausgestrecktem,0_0,0_7
ausgestreckten,ausgestreckten,0_0,0_0
fresse,fresse,0_3,0_3
fresse,fressen,0_3,0_0
fresse,fresset,0_3,0_9
fressen,fresse,0_0,0_3
fressen,fressen,0_0,0_0
fressen,fresset,0_0,0_9
fresset,fresse,0_9,0_3
fresset,fressen,0_9,0_0
fresset,fresset,0_9,0_9
chaldäisch,chaldäisch,0_12,0_12
chaldäisch,chaldäische,0_12,0_3
chaldäische,chaldäisch,0_3,0_12
chaldäische,chaldäische,0_3,0_3
aufblase,aufblase,0_3,0_3
aufblase,aufblasen,0_3,0_0
aufblasen,aufblase,0_0,0_3
aufblasen,aufblasen,0_0,0_0
Füße,Füße,0_3,0_3
Füße,Füßen,0_3,0_0
Füßen,Füße,0_0,0_3
Füßen,Füßen,0_0,0_0
vertreiben,vertreiben,0_0,0_0
vertreiben,vertreibst,0_0,0_10
vertreiben,vertreibt,0_0,0_6
vertreibst,vertreiben,0_10,0_0
vertreibst,vertreibst,0_10,0_10
vertreibst,vertreibt,0_10,0_6
vertreibt,vertreiben,0_6,0_0
vertreibt,vertreibst,0_6,0_10
vertreibt,vertreibt,0_6,0_6
Taube,Taube,0_3,0_3
Taube,Tauber,0_3,0_5
Taube,Tauben,0_3,0_0
Tauber,Taube,0_5,0_3
Tauber,Tauber,0_5,0_5
Tauber,Tauben,0_5,0_0
Tauben,Taube,0_0,0_3
Tauben,Tauber,0_0,0_5
Tauben,Tauben,0_0,0_0
Zeugnisse,Zeugnisse,0_3,0_3
Zeugnisse,Zeugnissen,0_3,0_0
Zeugnisse,Zeugnisses,0_3,0_8
Zeugnissen,Zeugnisse,0_0,0_3
Zeugnissen,Zeugnissen,0_0,0_0
Zeugnissen,Zeugnisses,0_0,0_8
Zeugnisses,Zeugnisse,0_8,0_3
Zeugnisses,Zeugnissen,0_8,0_0
Zeugnisses,Zeugnisses,0_8,0_8
lenke,lenke,0_3,0_3
lenke,lenken,0_3,0_0
lenke,lenkt,0_3,0_6
lenke,lenkte,0_3,0_4
lenke,lenkten,0_3,0_11
lenken,lenke,0_0,0_3
lenken,lenken,0_0,0_0
lenken,lenkt,0_0,0_6
lenken,lenkte,0_0,0_4
lenken,lenkten,0_0,0_11
lenkt,lenke,0_6,0_3
lenkt,lenken,0_6,0_0
lenkt,lenkt,0_6,0_6
lenkt,lenkte,0_6,0_4
lenkt,lenkten,0_6,0_11
lenkte,lenke,0_4,0_3
lenkte,lenken,0_4,0_0
lenkte,lenkt,0_4,0_6
lenkte,lenkte,0_4,0_4
lenkte,lenkten,0_4,0_11
lenkten,lenke,0_11,0_3
lenkten,lenken,0_11,0_0
lenkten,lenkt,0_11,0_6
lenkten,lenkte,0_11,0_4
lenkten,lenkten,0_11,0_11
saufe,saufe,0_3,0_3
saufe,saufen,0_3,0_0
saufe,saufet,0_3,0_9
saufen,saufe,0_0,0_3
saufen,saufen,0_0,0_0
saufen,saufet,0_0,0_9
saufet,saufe,0_9,0_3
saufet,saufen,0_9,0_0
saufet,saufet,0_9,0_9
trete,trete,0_3,0_3
trete,tretest,0_3,0_2
trete,tretet,0_3,0_9
trete,treten,0_3,0_0
tretest,trete,0_2,0_3
tretest,tretest,0_2,0_2
tretest,tretet,0_2,0_9
tretest,treten,0_2,0_0
tretet,trete,0_9,0_3
tretet,tretest,0_9,0_2
tretet,tretet,0_9,0_9
tretet,treten,0_9,0_0
treten,trete,0_0,0_3
treten,tretest,0_0,0_2
treten,tretet,0_0,0_9
treten,treten,0_0,0_0
pfeifen,pfeifen,0_0,0_0
pfeifen,pfeift,0_0,0_6
pfeift,pfeifen,0_6,0_0
pfeift,pfeift,0_6,0_6
ergründen,ergründen,0_0,0_0
ergründen,ergründete,0_0,0_4
ergründete,ergründen,0_4,0_0
ergründete,ergründete,0_4,0_4
müsse,müsse,0_3,0_3
müsse,müsset,0_3,0_9
müsse,müssen,0_3,0_0
müsse,müssest,0_3,0_2
müsset,müsse,0_9,0_3
müsset,müsset,0_9,0_9
müsset,müssen,0_9,0_0
müsset,müssest,0_9,0_2
müssen,müsse,0_0,0_3
müssen,müsset,0_0,0_9
müssen,müssen,0_0,0_0
müssen,müssest,0_0,0_2
müssest,müsse,0_2,0_3
müssest,müsset,0_2,0_9
müssest,müssen,0_2,0_0
müssest,müssest,0_2,0_2
Mach,Mach,0_12,0_12
Mach,Mache,0_12,0_3
Mach,Machet,0_12,0_9
Mach,Macht,0_12,0_6
Mache,Mach,0_3,0_12
Mache,Mache,0_3,0_3
Mache,Machet,0_3,0_9
Mache,Macht,0_3,0_6
Machet,Mach,0_9,0_12
Machet,Mache,0_9,0_3
Machet,Machet,0_9,0_9
Machet,Macht,0_9,0_6
Macht,Mach,0_6,0_12
Macht,Mache,0_6,0_3
Macht,Machet,0_6,0_9
Macht,Macht,0_6,0_6
aufhielte,aufhielte,0_3,0_3
aufhielte,aufhielten,0_3,0_0
aufhielten,aufhielte,0_0,0_3
aufhielten,aufhielten,0_0,0_0
Iß,Iß,0_12,0_12
Iß,Ißt,0_12,0_6
Ißt,Iß,0_6,0_12
Ißt,Ißt,0_6,0_6
Seil,Seil,0_12,0_12
Seil,Seile,0_12,0_3
Seil,Seilen,0_12,0_0
Seile,Seil,0_3,0_12
Seile,Seile,0_3,0_3
Seile,Seilen,0_3,0_0
Seilen,Seil,0_0,0_12
Seilen,Seile,0_0,0_3
Seilen,Seilen,0_0,0_0
gebiete,gebiete,0_3,0_3
gebiete,gebietest,0_3,0_2
gebiete,gebieten,0_3,0_0
gebiete,gebietet,0_3,0_9
gebietest,gebiete,0_2,0_3
gebietest,gebietest,0_2,0_2
gebietest,gebieten,0_2,0_0
gebietest,gebietet,0_2,0_9
gebieten,gebiete,0_0,0_3
gebieten,gebietest,0_0,0_2
gebieten,gebieten,0_0,0_0
gebieten,gebietet,0_0,0_9
gebietet,gebiete,0_9,0_3
gebietet,gebietest,0_9,0_2
gebietet,gebieten,0_9,0_0
gebietet,gebietet,0_9,0_9
vorübergehe,vorübergehe,0_3,0_3
vorübergehe,vorübergeht,0_3,0_6
vorübergehe,vorübergehen,0_3,0_0
vorübergeht,vorübergehe,0_6,0_3
vorübergeht,vorübergeht,0_6,0_6
vorübergeht,vorübergehen,0_6,0_0
vorübergehen,vorübergehe,0_0,0_3
vorübergehen,vorübergeht,0_0,0_6
vorübergehen,vorübergehen,0_0,0_0
Buchstabe,Buchstabe,0_3,0_3
Buchstabe,Buchstaben,0_3,0_0
Buchstaben,Buchstabe,0_0,0_3
Buchstaben,Buchstaben,0_0,0_0
mich,mich,0_12,0_12
mich,micht,0_12,0_6
micht,mich,0_6,0_12
micht,micht,0_6,0_6
fremd,fremd,0_12,0_12
fremd,fremde,0_12,0_3
fremd,fremdes,0_12,0_8
fremd,fremden,0_12,0_0
fremd,fremder,0_12,0_5
fremd,fremdem,0_12,0_7
fremde,fremd,0_3,0_12
fremde,fremde,0_3,0_3
fremde,fremdes,0_3,0_8
fremde,fremden,0_3,0_0
fremde,fremder,0_3,0_5
fremde,fremdem,0_3,0_7
fremdes,fremd,0_8,0_12
fremdes,fremde,0_8,0_3
fremdes,fremdes,0_8,0_8
fremdes,fremden,0_8,0_0
fremdes,fremder,0_8,0_5
fremdes,fremdem,0_8,0_7
fremden,fremd,0_0,0_12
fremden,fremde,0_0,0_3
fremden,fremdes,0_0,0_8
fremden,fremden,0_0,0_0
fremden,fremder,0_0,0_5
fremden,fremdem,0_0,0_7
fremder,fremd,0_5,0_12
fremder,fremde,0_5,0_3
fremder,fremdes,0_5,0_8
fremder,fremden,0_5,0_0
fremder,fremder,0_5,0_5
fremder,fremdem,0_5,0_7
fremdem,fremd,0_7,0_12
fremdem,fremde,0_7,0_3
fremdem,fremdes,0_7,0_8
fremdem,fremden,0_7,0_0
fremdem,fremder,0_7,0_5
fremdem,fremdem,0_7,0_7
zurechtweise,zurechtweise,0_3,0_3
zurechtweise,zurechtweisen,0_3,0_0
zurechtweisen,zurechtweise,0_0,0_3
zurechtweisen,zurechtweisen,0_0,0_0
auftat,auftat,0_12,0_12
auftat,auftaten,0_12,0_0
auftaten,auftat,0_0,0_12
auftaten,auftaten,0_0,0_0
ausrichte,ausrichte,0_3,0_3
ausrichte,ausrichtet,0_3,0_9
ausrichte,ausrichtest,0_3,0_2
ausrichte,ausrichten,0_3,0_0
ausrichtet,ausrichte,0_9,0_3
ausrichtet,ausrichtet,0_9,0_9
ausrichtet,ausrichtest,0_9,0_2
ausrichtet,ausrichten,0_9,0_0
ausrichtest,ausrichte,0_2,0_3
ausrichtest,ausrichtet,0_2,0_9
ausrichtest,ausrichtest,0_2,0_2
ausrichtest,ausrichten,0_2,0_0
ausrichten,ausrichte,0_0,0_3
ausrichten,ausrichtet,0_0,0_9
ausrichten,ausrichtest,0_0,0_2
ausrichten,ausrichten,0_0,0_0
eure,eure,0_3,0_3
eure,euren,0_3,0_0
eure,eurer,0_3,0_5
eure,eures,0_3,0_8
eure,eurem,0_3,0_7
euren,eure,0_0,0_3
euren,euren,0_0,0_0
euren,eurer,0_0,0_5
euren,eures,0_0,0_8
euren,eurem,0_0,0_7
eurer,eure,0_5,0_3
eurer,euren,0_5,0_0
eurer,eurer,0_5,0_5
eurer,eures,0_5,0_8
eurer,eurem,0_5,0_7
eures,eure,0_8,0_3
eures,euren,0_8,0_0
eures,eurer,0_8,0_5
eures,eures,0_8,0_8
eures,eurem,0_8,0_7
eurem,eure,0_7,0_3
eurem,euren,0_7,0_0
eurem,eurer,0_7,0_5
eurem,eures,0_7,0_8
eurem,eurem,0_7,0_7
Jahr,Jahr,0_12,0_12
Jahr,Jahre,0_12,0_3
Jahr,Jahren,0_12,0_0
Jahr,Jahres,0_12,0_8
Jahr,Jahrs,0_12,0_1
Jahre,Jahr,0_3,0_12
Jahre,Jahre,0_3,0_3
Jahre,Jahren,0_3,0_0
Jahre,Jahres,0_3,0_8
Jahre,Jahrs,0_3,0_1
Jahren,Jahr,0_0,0_12
Jahren,Jahre,0_0,0_3
Jahren,Jahren,0_0,0_0
Jahren,Jahres,0_0,0_8
Jahren,Jahrs,0_0,0_1
Jahres,Jahr,0_8,0_12
Jahres,Jahre,0_8,0_3
Jahres,Jahren,0_8,0_0
Jahres,Jahres,0_8,0_8
Jahres,Jahrs,0_8,0_1
Jahrs,Jahr,0_1,0_12
Jahrs,Jahre,0_1,0_3
Jahrs,Jahren,0_1,0_0
Jahrs,Jahres,0_1,0_8
Jahrs,Jahrs,0_1,0_1
Secher,Secher,0_5,0_5
Secher,Sechs,0_5,0_1
Sechs,Secher,0_1,0_5
Sechs,Sechs,0_1,0_1
zubereite,zubereite,0_3,0_3
zubereite,zubereiten,0_3,0_0
zubereite,zubereitet,0_3,0_9
zubereiten,zubereite,0_0,0_3
zubereiten,zubereiten,0_0,0_0
zubereiten,zubereitet,0_0,0_9
zubereitet,zubereite,0_9,0_3
zubereitet,zubereiten,0_9,0_0
zubereitet,zubereitet,0_9,0_9
Am,Am,0_12,0_12
Am,Amt,0_12,0_6
Am,Amen,0_12,0_0
Amt,Am,0_6,0_12
Amt,Amt,0_6,0_6
Amt,Amen,0_6,0_0
Amen,Am,0_0,0_12
Amen,Amt,0_0,0_6
Amen,Amen,0_0,0_0
Schneide,Schneide,0_3,0_3
Schneide,Schneiden,0_3,0_0
Schneiden,Schneide,0_0,0_3
Schneiden,Schneiden,0_0,0_0
litt,litt,0_12,0_12
litt,litte,0_12,0_3
litt,litten,0_12,0_0
litte,litt,0_3,0_12
litte,litte,0_3,0_3
litte,litten,0_3,0_0
litten,litt,0_0,0_12
litten,litte,0_0,0_3
litten,litten,0_0,0_0
irre,irre,0_3,0_3
irre,irren,0_3,0_0
irre,irrt,0_3,0_6
irre,irrte,0_3,0_4
irren,irre,0_0,0_3
irren,irren,0_0,0_0
irren,irrt,0_0,0_6
irren,irrte,0_0,0_4
irrt,irre,0_6,0_3
irrt,irren,0_6,0_0
irrt,irrt,0_6,0_6
irrt,irrte,0_6,0_4
irrte,irre,0_4,0_3
irrte,irren,0_4,0_0
irrte,irrt,0_4,0_6
irrte,irrte,0_4,0_4
netze,netze,0_3,0_3
netze,netzen,0_3,0_0
netzen,netze,0_0,0_3
netzen,netzen,0_0,0_0
täusche,täusche,0_3,0_3
täusche,täuschen,0_3,0_0
täusche,täuschet,0_3,0_9
täusche,täuscht,0_3,0_6
täusche,täuschte,0_3,0_4
täuschen,täusche,0_0,0_3
täuschen,täuschen,0_0,0_0
täuschen,täuschet,0_0,0_9
täuschen,täuscht,0_0,0_6
täuschen,täuschte,0_0,0_4
täuschet,täusche,0_9,0_3
täuschet,täuschen,0_9,0_0
täuschet,täuschet,0_9,0_9
täuschet,täuscht,0_9,0_6
täuschet,täuschte,0_9,0_4
täuscht,täusche,0_6,0_3
täuscht,täuschen,0_6,0_0
täuscht,täuschet,0_6,0_9
täuscht,täuscht,0_6,0_6
täuscht,täuschte,0_6,0_4
täuschte,täusche,0_4,0_3
täuschte,täuschen,0_4,0_0
täuschte,täuschet,0_4,0_9
täuschte,täuscht,0_4,0_6
täuschte,täuschte,0_4,0_4
einträchtig,einträchtig,0_12,0_12
einträchtig,einträchtiges,0_12,0_8
einträchtiges,einträchtig,0_8,0_12
einträchtiges,einträchtiges,0_8,0_8
Verkehrten,Verkehrten,0_0,0_0
Verkehrten,Verkehrter,0_0,0_5
Verkehrten,Verkehrtes,0_0,0_8
Verkehrter,Verkehrten,0_5,0_0
Verkehrter,Verkehrter,0_5,0_5
Verkehrter,Verkehrtes,0_5,0_8
Verkehrtes,Verkehrten,0_8,0_0
Verkehrtes,Verkehrter,0_8,0_5
Verkehrtes,Verkehrtes,0_8,0_8
vierfüßige,vierfüßige,0_3,0_3
vierfüßige,vierfüßigen,0_3,0_0
vierfüßigen,vierfüßige,0_0,0_3
vierfüßigen,vierfüßigen,0_0,0_0
verhielt,verhielt,0_6,0_6
verhielt,verhielte,0_6,0_4
verhielte,verhielt,0_4,0_6
verhielte,verhielte,0_4,0_4
wandere,wandere,0_3,0_3
wandere,wandern,0_3,0_0
wandere,wanderte,0_3,0_4
wandere,wanderten,0_3,0_11
wandern,wandere,0_0,0_3
wandern,wandern,0_0,0_0
wandern,wanderte,0_0,0_4
wandern,wanderten,0_0,0_11
wanderte,wandere,0_4,0_3
wanderte,wandern,0_4,0_0
wanderte,wanderte,0_4,0_4
wanderte,wanderten,0_4,0_11
wanderten,wandere,0_11,0_3
wanderten,wandern,0_11,0_0
wanderten,wanderte,0_11,0_4
wanderten,wanderten,0_11,0_11
aufnehmen,aufnehmen,0_0,0_0
aufnehmen,aufnehmet,0_0,0_6
aufnehmet,aufnehmen,0_6,0_0
aufnehmet,aufnehmet,0_6,0_6
hoffe,hoffe,0_3,0_3
hoffe,hoffet,0_3,0_9
hoffe,hoffen,0_3,0_0
hoffe,hofft,0_3,0_6
hoffe,hoffte,0_3,0_4
hoffe,hofften,0_3,0_11
hoffet,hoffe,0_9,0_3
hoffet,hoffet,0_9,0_9
hoffet,hoffen,0_9,0_0
hoffet,hofft,0_9,0_6
hoffet,hoffte,0_9,0_4
hoffet,hofften,0_9,0_11
hoffen,hoffe,0_0,0_3
hoffen,hoffet,0_0,0_9
hoffen,hoffen,0_0,0_0
hoffen,hofft,0_0,0_6
hoffen,hoffte,0_0,0_4
hoffen,hofften,0_0,0_11
hofft,hoffe,0_6,0_3
hofft,hoffet,0_6,0_9
hofft,hoffen,0_6,0_0
hofft,hofft,0_6,0_6
hofft,hoffte,0_6,0_4
hofft,hofften,0_6,0_11
hoffte,hoffe,0_4,0_3
hoffte,hoffet,0_4,0_9
hoffte,hoffen,0_4,0_0
hoffte,hofft,0_4,0_6
hoffte,hoffte,0_4,0_4
hoffte,hofften,0_4,0_11
hofften,hoffe,0_11,0_3
hofften,hoffet,0_11,0_9
hofften,hoffen,0_11,0_0
hofften,hofft,0_11,0_6
hofften,hoffte,0_11,0_4
hofften,hofften,0_11,0_11
Schoß,Schoß,0_12,0_12
Schoß,Schoße,0_12,0_3
Schoße,Schoß,0_3,0_12
Schoße,Schoße,0_3,0_3
geehrt,geehrt,0_12,0_12
geehrt,geehrten,0_12,0_0
geehrten,geehrt,0_0,0_12
geehrten,geehrten,0_0,0_0
darniederliege,darniederliege,0_3,0_3
darniederliege,darniederliegen,0_3,0_0
darniederliege,darniederliegt,0_3,0_6
darniederliegen,darniederliege,0_0,0_3
darniederliegen,darniederliegen,0_0,0_0
darniederliegen,darniederliegt,0_0,0_6
darniederliegt,darniederliege,0_6,0_3
darniederliegt,darniederliegen,0_6,0_0
darniederliegt,darniederliegt,0_6,0_6
Kieselstein,Kieselstein,0_12,0_12
Kieselstein,Kieselsteine,0_12,0_3
Kieselsteine,Kieselstein,0_3,0_12
Kieselsteine,Kieselsteine,0_3,0_3
darben,darben,0_0,0_0
darben,darbet,0_0,0_6
darbet,darben,0_6,0_0
darbet,darbet,0_6,0_6
verwehe,verwehe,0_3,0_3
verwehe,verweht,0_3,0_6
verwehe,verwehte,0_3,0_4
verweht,verwehe,0_6,0_3
verweht,verweht,0_6,0_6
verweht,verwehte,0_6,0_4
verwehte,verwehe,0_4,0_3
verwehte,verweht,0_4,0_6
verwehte,verwehte,0_4,0_4
beschweren,beschweren,0_0,0_0
beschweren,beschwert,0_0,0_6
beschweren,beschwerst,0_0,0_10
beschwert,beschweren,0_6,0_0
beschwert,beschwert,0_6,0_6
beschwert,beschwerst,0_6,0_10
beschwerst,beschweren,0_10,0_0
beschwerst,beschwert,0_10,0_6
beschwerst,beschwerst,0_10,0_10
unverständig,unverständig,0_12,0_12
unverständig,unverständige,0_12,0_3
unverständig,unverständigen,0_12,0_0
unverständig,unverständiges,0_12,0_8
unverständige,unverständig,0_3,0_12
unverständige,unverständige,0_3,0_3
unverständige,unverständigen,0_3,0_0
unverständige,unverständiges,0_3,0_8
unverständigen,unverständig,0_0,0_12
unverständigen,unverständige,0_0,0_3
unverständigen,unverständigen,0_0,0_0
unverständigen,unverständiges,0_0,0_8
unverständiges,unverständig,0_8,0_12
unverständiges,unverständige,0_8,0_3
unverständiges,unverständigen,0_8,0_0
unverständiges,unverständiges,0_8,0_8
Geliebte,Geliebte,0_3,0_3
Geliebte,Geliebten,0_3,0_0
Geliebten,Geliebte,0_0,0_3
Geliebten,Geliebten,0_0,0_0
Nächstem,Nächstem,0_7,0_7
Nächstem,Nächsten,0_7,0_0
Nächstem,Nächster,0_7,0_5
Nächsten,Nächstem,0_0,0_7
Nächsten,Nächsten,0_0,0_0
Nächsten,Nächster,0_0,0_5
Nächster,Nächstem,0_5,0_7
Nächster,Nächsten,0_5,0_0
Nächster,Nächster,0_5,0_5
gierig,gierig,0_12,0_12
gierig,gierige,0_12,0_3
gierig,gieriger,0_12,0_5
gierige,gierig,0_3,0_12
gierige,gierige,0_3,0_3
gierige,gieriger,0_3,0_5
gieriger,gierig,0_5,0_12
gieriger,gierige,0_5,0_3
gieriger,gieriger,0_5,0_5
stünde,stünde,0_3,0_3
stünde,stünden,0_3,0_0
stünden,stünde,0_0,0_3
stünden,stünden,0_0,0_0
Lücke,Lücke,0_3,0_3
Lücke,Lücken,0_3,0_0
Lücken,Lücke,0_0,0_3
Lücken,Lücken,0_0,0_0
bunt,bunt,0_12,0_12
bunt,bunte,0_12,0_3
bunt,bunten,0_12,0_0
bunte,bunt,0_3,0_12
bunte,bunte,0_3,0_3
bunte,bunten,0_3,0_0
bunten,bunt,0_0,0_12
bunten,bunte,0_0,0_3
bunten,bunten,0_0,0_0
verändern,verändern,0_0,0_0
verändern,veränderst,0_0,0_10
verändern,verändert,0_0,0_6
veränderst,verändern,0_10,0_0
veränderst,veränderst,0_10,0_10
veränderst,verändert,0_10,0_6
verändert,verändern,0_6,0_0
verändert,veränderst,0_6,0_10
verändert,verändert,0_6,0_6
reiß,reiß,0_12,0_12
reiß,reiße,0_12,0_3
reiß,reißen,0_12,0_0
reiß,reißt,0_12,0_6
reiße,reiß,0_3,0_12
reiße,reiße,0_3,0_3
reiße,reißen,0_3,0_0
reiße,reißt,0_3,0_6
reißen,reiß,0_0,0_12
reißen,reiße,0_0,0_3
reißen,reißen,0_0,0_0
reißen,reißt,0_0,0_6
reißt,reiß,0_6,0_12
reißt,reiße,0_6,0_3
reißt,reißen,0_6,0_0
reißt,reißt,0_6,0_6
durchzog,durchzog,0_12,0_12
durchzog,durchzogen,0_12,0_0
durchzogen,durchzog,0_0,0_12
durchzogen,durchzogen,0_0,0_0
Komm,Komm,0_12,0_12
Komm,Kommt,0_12,0_6
Komm,Kommst,0_12,0_10
Komm,Komme,0_12,0_3
Komm,Kommet,0_12,0_9
Kommt,Komm,0_6,0_12
Kommt,Kommt,0_6,0_6
Kommt,Kommst,0_6,0_10
Kommt,Komme,0_6,0_3
Kommt,Kommet,0_6,0_9
Kommst,Komm,0_10,0_12
Kommst,Kommt,0_10,0_6
Kommst,Kommst,0_10,0_10
Kommst,Komme,0_10,0_3
Kommst,Kommet,0_10,0_9
Komme,Komm,0_3,0_12
Komme,Kommt,0_3,0_6
Komme,Kommst,0_3,0_10
Komme,Komme,0_3,0_3
Komme,Kommet,0_3,0_9
Kommet,Komm,0_9,0_12
Kommet,Kommt,0_9,0_6
Kommet,Kommst,0_9,0_10
Kommet,Komme,0_9,0_3
Kommet,Kommet,0_9,0_9
Sieh,Sieh,0_12,0_12
Sieh,Siehst,0_12,0_10
Sieh,Siehe,0_12,0_3
Sieh,Siehest,0_12,0_2
Siehst,Sieh,0_10,0_12
Siehst,Siehst,0_10,0_10
Siehst,Siehe,0_10,0_3
Siehst,Siehest,0_10,0_2
Siehe,Sieh,0_3,0_12
Siehe,Siehst,0_3,0_10
Siehe,Siehe,0_3,0_3
Siehe,Siehest,0_3,0_2
Siehest,Sieh,0_2,0_12
Siehest,Siehst,0_2,0_10
Siehest,Siehe,0_2,0_3
Siehest,Siehest,0_2,0_2
überfiel,überfiel,0_12,0_12
überfiel,überfielen,0_12,0_0
überfielen,überfiel,0_0,0_12
überfielen,überfielen,0_0,0_0
Lied,Lied,0_12,0_12
Lied,Lieder,0_12,0_5
Lied,Liedes,0_12,0_8
Lieder,Lied,0_5,0_12
Lieder,Lieder,0_5,0_5
Lieder,Liedes,0_5,0_8
Liedes,Lied,0_8,0_12
Liedes,Lieder,0_8,0_5
Liedes,Liedes,0_8,0_8
irgendein,irgendein,0_12,0_12
irgendein,irgendeine,0_12,0_3
irgendeine,irgendein,0_3,0_12
irgendeine,irgendeine,0_3,0_3
Mose,Mose,0_3,0_3
Mose,Most,0_3,0_6
Mose,Moser,0_3,0_5
Mose,Moses,0_3,0_8
Most,Mose,0_6,0_3
Most,Most,0_6,0_6
Most,Moser,0_6,0_5
Most,Moses,0_6,0_8
Moser,Mose,0_5,0_3
Moser,Most,0_5,0_6
Moser,Moser,0_5,0_5
Moser,Moses,0_5,0_8
Moses,Mose,0_8,0_3
Moses,Most,0_8,0_6
Moses,Moser,0_8,0_5
Moses,Moses,0_8,0_8
ungefärbtem,ungefärbtem,0_7,0_7
ungefärbtem,ungefärbten,0_7,0_0
ungefärbtem,ungefärbter,0_7,0_5
ungefärbten,ungefärbtem,0_0,0_7
ungefärbten,ungefärbten,0_0,0_0
ungefärbten,ungefärbter,0_0,0_5
ungefärbter,ungefärbtem,0_5,0_7
ungefärbter,ungefärbten,0_5,0_0
ungefärbter,ungefärbter,0_5,0_5
närrisch,närrisch,0_12,0_12
närrisch,närrischen,0_12,0_0
närrischen,närrisch,0_0,0_12
närrischen,närrischen,0_0,0_0
schau,schau,0_12,0_12
schau,schaue,0_12,0_3
schau,schauen,0_12,0_0
schau,schauest,0_12,0_2
schau,schauet,0_12,0_9
schau,schaut,0_12,0_6
schau,schaute,0_12,0_4
schau,schauten,0_12,0_11
schaue,schau,0_3,0_12
schaue,schaue,0_3,0_3
schaue,schauen,0_3,0_0
schaue,schauest,0_3,0_2
schaue,schauet,0_3,0_9
schaue,schaut,0_3,0_6
schaue,schaute,0_3,0_4
schaue,schauten,0_3,0_11
schauen,schau,0_0,0_12
schauen,schaue,0_0,0_3
schauen,schauen,0_0,0_0
schauen,schauest,0_0,0_2
schauen,schauet,0_0,0_9
schauen,schaut,0_0,0_6
schauen,schaute,0_0,0_4
schauen,schauten,0_0,0_11
schauest,schau,0_2,0_12
schauest,schaue,0_2,0_3
schauest,schauen,0_2,0_0
schauest,schauest,0_2,0_2
schauest,schauet,0_2,0_9
schauest,schaut,0_2,0_6
schauest,schaute,0_2,0_4
schauest,schauten,0_2,0_11
schauet,schau,0_9,0_12
schauet,schaue,0_9,0_3
schauet,schauen,0_9,0_0
schauet,schauest,0_9,0_2
schauet,schauet,0_9,0_9
schauet,schaut,0_9,0_6
schauet,schaute,0_9,0_4
schauet,schauten,0_9,0_11
schaut,schau,0_6,0_12
schaut,schaue,0_6,0_3
schaut,schauen,0_6,0_0
schaut,schauest,0_6,0_2
schaut,schauet,0_6,0_9
schaut,schaut,0_6,0_6
schaut,schaute,0_6,0_4
schaut,schauten,0_6,0_11
schaute,schau,0_4,0_12
schaute,schaue,0_4,0_3
schaute,schauen,0_4,0_0
schaute,schauest,0_4,0_2
schaute,schauet,0_4,0_9
schaute,schaut,0_4,0_6
schaute,schaute,0_4,0_4
schaute,schauten,0_4,0_11
schauten,schau,0_11,0_12
schauten,schaue,0_11,0_3
schauten,schauen,0_11,0_0
schauten,schauest,0_11,0_2
schauten,schauet,0_11,0_9
schauten,schaut,0_11,0_6
schauten,schaute,0_11,0_4
schauten,schauten,0_11,0_11
nachwandeln,nachwandeln,0_0,0_0
nachwandeln,nachwandelst,0_0,0_10
nachwandeln,nachwandelt,0_0,0_6
nachwandeln,nachwandelte,0_0,0_4
nachwandelst,nachwandeln,0_10,0_0
nachwandelst,nachwandelst,0_10,0_10
nachwandelst,nachwandelt,0_10,0_6
nachwandelst,nachwandelte,0_10,0_4
nachwandelt,nachwandeln,0_6,0_0
nachwandelt,nachwandelst,0_6,0_10
nachwandelt,nachwandelt,0_6,0_6
nachwandelt,nachwandelte,0_6,0_4
nachwandelte,nachwandeln,0_4,0_0
nachwandelte,nachwandelst,0_4,0_10
nachwandelte,nachwandelt,0_4,0_6
nachwandelte,nachwandelte,0_4,0_4
enthauptet,enthauptet,0_6,0_6
enthauptet,enthauptete,0_6,0_4
enthauptete,enthauptet,0_4,0_6
enthauptete,enthauptete,0_4,0_4
besorgt,besorgt,0_6,0_6
besorgt,besorgte,0_6,0_4
besorgte,besorgt,0_4,0_6
besorgte,besorgte,0_4,0_4
Heide,Heide,0_3,0_3
Heide,Heiden,0_3,0_0
Heiden,Heide,0_0,0_3
Heiden,Heiden,0_0,0_0
zertrete,zertrete,0_3,0_3
zertrete,zertreten,0_3,0_0
zertrete,zertretet,0_3,0_9
zertreten,zertrete,0_0,0_3
zertreten,zertreten,0_0,0_0
zertreten,zertretet,0_0,0_9
zertretet,zertrete,0_9,0_3
zertretet,zertreten,0_9,0_0
zertretet,zertretet,0_9,0_9
gieß,gieß,0_12,0_12
gieß,gieße,0_12,0_3
gieß,gießen,0_12,0_0
gieß,gießet,0_12,0_9
gieß,gießest,0_12,0_2
gieß,gießt,0_12,0_6
gieße,gieß,0_3,0_12
